"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa007572","Zm00001eb140330",-0.331700477517822,-0.0866936119820774,0.928036680318044,"NS","NS","NS"
"Td00001aa007574","Zm00001eb140360",0.436021626938792,0.549301602298948,0.342225091162963,"NS","NS","NS"
"Td00001aa007581","Zm00001eb140430",0.107231030776873,0.712351253672961,0.138482080230625,"NS","NS","NS"
"Td00001aa007592","Zm00001eb140530",-0.29169101862697,0.269708839116388,0.707112373085033,"NS","NS","NS"
"Td00001aa007611","Zm00001eb140720",0.236302724601157,0.370448302373718,0.584072697726863,"NS","NS","NS"
"Td00001aa007619","Zm00001eb140890",-0.724093752126139,0.34443914620063,0.585032492186217,"NS","NS","NS"
"Td00001aa007621","Zm00001eb140930",0.211721568249346,-0.115001209351011,0.869551375700053,"NS","NS","NS"
"Td00001aa007649","Zm00001eb141220",0.17446692255785,-0.279304966222534,0.77968101816222,"NS","NS","NS"
"Td00001aa007674","Zm00001eb141420",-0.156970864541157,0.323726893855621,0.525302878647759,"NS","NS","NS"
"Td00001aa007711","Zm00001eb141930",-0.194157537280177,0.394887219914009,0.475505609966241,"NS","NS","NS"
"Td00001aa007714","Zm00001eb141990",0.495938240926537,0.0164026127260739,0.987630086515975,"NS","NS","NS"
"Td00001aa007740","Zm00001eb142220",0.219690045657853,1.16720566239335,0.0629950522173017,"NS","NS","NS"
"Td00001aa007754","Zm00001eb142350",0.378996878113352,0.739272744840692,0.436894292837624,"NS","NS","NS"
"Td00001aa007769","Zm00001eb142490",-0.813968159270392,0.206032272209839,0.75063443801848,"NS","NS","NS"
"Td00001aa007790","Zm00001eb142730",0.0912671573698013,0.520466597308233,0.308887043071303,"NS","NS","NS"
"Td00001aa007819","Zm00001eb143000",0.582065880025967,0.0855380780390855,0.895716971031206,"NS","NS","NS"
"Td00001aa007835","Zm00001eb143170",-0.0099111162344715,0.21865254485027,0.728024814451012,"NS","NS","NS"
"Td00001aa007838","Zm00001eb143210",0.0824794570648494,-0.707305844996615,0.206946662147131,"NS","NS","NS"
"Td00001aa007848","Zm00001eb143300",0.378809296803141,0.151864404713763,0.860283770867996,"NS","NS","NS"
"Td00001aa007867","Zm00001eb143460",1.15747064281655,0.684954988651829,0.116036978164006,"Up","NS","NS"
"Td00001aa007870","Zm00001eb143510",-0.0331539577656173,-0.364613226409261,0.597170054780059,"NS","NS","NS"
"Td00001aa007882","Zm00001eb143640",-0.212845293418559,0.214562635279915,0.755073642232249,"NS","NS","NS"
"Td00001aa007890","Zm00001eb143710",-0.152561941700324,-0.125812509931837,0.849047367292787,"NS","NS","NS"
"Td00001aa007891","Zm00001eb143850",0.449442051067297,0.330634482325354,0.633405287735251,"NS","NS","NS"
"Td00001aa007925","Zm00001eb144220",-0.32785607695207,0.174481779109405,0.804980359632215,"NS","NS","NS"
"Td00001aa007926","Zm00001eb144240",-0.15858290490429,0.488550669945475,0.343168313917263,"NS","NS","NS"
"Td00001aa007963","Zm00001eb144630",-0.201082516026846,0.304137446076522,0.741320379430847,"NS","NS","NS"
"Td00001aa007968","Zm00001eb144680",-0.41166076917351,0.309081597134308,0.72377712984362,"NS","NS","NS"
"Td00001aa007977","Zm00001eb144760",0.0492424709017465,0.131877029562494,0.864190157286772,"NS","NS","NS"
"Td00001aa007989","Zm00001eb144900",0.0282192858522339,-0.0615052736680402,0.939967223096548,"NS","NS","NS"
"Td00001aa007990","Zm00001eb144910",-0.0177993648502119,1.30256283054052,0.00747719697341058,"NS","Up","NS"
"Td00001aa007991","Zm00001eb144930",-0.872565426107587,-0.982347087116098,0.706911234328864,"NS","NS","NS"
"Td00001aa007992","Zm00001eb144960",1.64558839228266,-1.11774756412707,0.259911039373792,"Up","NS","NS"
"Td00001aa007999","Zm00001eb145100",-0.179385407019228,0.242045252679204,0.696722554483335,"NS","NS","NS"
"Td00001aa008061","Zm00001eb145790",-0.0927702510659894,-0.708478654607465,0.268741792526822,"NS","NS","NS"
"Td00001aa008086","Zm00001eb146080",-0.720189736015189,0.455482365635707,0.459394665594193,"NS","NS","NS"
"Td00001aa008108","Zm00001eb146400",0.0372881840430965,-0.450936088741312,0.563295675560043,"NS","NS","NS"
"Td00001aa008122","Zm00001eb146560",0.262997108113392,-0.38923881757244,0.741968838543695,"NS","NS","NS"
"Td00001aa008136","Zm00001eb146710",-0.94017150614821,1.8270309652275,0.0150839081301246,"NS","Up","NS"
"Td00001aa008141","Zm00001eb146760",-0.522269745223261,-0.165166066372295,0.820297570617338,"NS","NS","NS"
"Td00001aa008154","Zm00001eb146880",-0.211435882736267,0.497819900903039,0.243666401252735,"NS","NS","NS"
"Td00001aa008180","Zm00001eb147170",-0.261166747993342,0.199481560911728,0.773276156138013,"NS","NS","NS"
"Td00001aa008230","Zm00001eb147780",0.331355505017224,0.485007026281887,0.434892359114397,"NS","NS","NS"
"Td00001aa008258","Zm00001eb148000",0.851342787309141,0.707745362796423,0.14407641523085,"NS","NS","NS"
"Td00001aa008265","Zm00001eb148110",-0.0281965253615645,0.209446437338029,0.844317454304164,"NS","NS","NS"
"Td00001aa008295","Zm00001eb148420",0.584593969721198,-1.8860081109155,0.00245929927316795,"NS","Down","NS"
"Td00001aa008396","Zm00001eb149460",-0.682386719490468,-2.09462641470594,0.000106112460591048,"NS","Down","NS"
"Td00001aa008406","Zm00001eb149540",-0.533670279846948,0.678799360712057,0.226310540021748,"NS","NS","NS"
"Td00001aa008429","Zm00001eb149730",0.749482701350304,0.600464211645181,0.309899317473288,"NS","NS","NS"
"Td00001aa008476","Zm00001eb150180",-0.235115158523365,0.394870110408868,0.388396338471914,"NS","NS","NS"
"Td00001aa008487","Zm00001eb150370",-0.650958641228674,0.0746813585863152,0.935360640436294,"NS","NS","NS"
"Td00001aa008491","Zm00001eb150420",-1.86061560469473,0.587463810055232,0.333016701655628,"Down","NS","NS"
"Td00001aa008501","Zm00001eb150550",0.649100847260194,-0.273579579662334,0.717512574990719,"NS","NS","NS"
"Td00001aa008517","Zm00001eb150730",-0.154602128454703,0.381451971473026,0.420119268196852,"NS","NS","NS"
"Td00001aa008566","Zm00001eb151280",-0.423203454758554,0.635031291692196,0.341199964897864,"NS","NS","NS"
"Td00001aa008587","Zm00001eb151510",0.0398586806077003,-0.13839820733332,0.894375723895452,"NS","NS","NS"
"Td00001aa008599","Zm00001eb151630",-0.21465849128779,0.654873101122064,0.125010260784792,"NS","NS","NS"
"Td00001aa008627","Zm00001eb151920",-0.0752867786565263,-0.270175165478474,0.678991843067397,"NS","NS","NS"
"Td00001aa008659","Zm00001eb152250",-0.189023484205877,0.141388686955244,0.83196698963094,"NS","NS","NS"
"Td00001aa008673","Zm00001eb152410",-0.0316056577863998,-1.39650099610497,0.082183498586858,"NS","NS","NS"
"Td00001aa008679","Zm00001eb152450",0.522061306770154,0.356178221606172,0.442219063786281,"NS","NS","NS"
"Td00001aa008702","Zm00001eb152680",-0.372656810454643,-0.321874954862724,0.550966922385683,"NS","NS","NS"
"Td00001aa008764","Zm00001eb153460",-0.107288050156424,0.264426526627398,0.753148712355158,"NS","NS","NS"
"Td00001aa008781","Zm00001eb153620",-0.318248289722305,0.532592772312843,0.395933864764517,"NS","NS","NS"
"Td00001aa008789","Zm00001eb153710",-0.778032242263677,0.681272583272666,0.149073697867546,"NS","NS","NS"
"Td00001aa008824","Zm00001eb339460",0.0436837456063215,0.214800645091006,0.75159723559473,"NS","NS","NS"
"Td00001aa008860","Zm00001eb339100",-0.796662056405259,0.627646349925527,0.162804401684091,"NS","NS","NS"
"Td00001aa008864","Zm00001eb339080",1.5884248376837,1.71543153945123,0.17374948739314,"Up","NS","NS"
"Td00001aa008869","Zm00001eb338990",-0.217803395485617,0.573216783687982,0.403660858250509,"NS","NS","NS"
"Td00001aa008936","Zm00001eb338270",-0.38509144627454,-1.49630472229987,0.0230503771268863,"NS","Down","NS"
"Td00001aa008975","Zm00001eb337840",0.277682595193475,0.202768214277238,0.776883594375116,"NS","NS","NS"
"Td00001aa008981","Zm00001eb337800",0.0831559589520686,0.217798476747234,0.72083948821751,"NS","NS","NS"
"Td00001aa009031","Zm00001eb337140",0.116445435603169,-0.452745981534474,0.783848291663689,"NS","NS","NS"
"Td00001aa009039","Zm00001eb337010",0.0734937318995035,0.00282107612790554,0.997301102011769,"NS","NS","NS"
"Td00001aa009047","Zm00001eb336900",-0.27400777938241,-0.0676551229282263,0.936469338724161,"NS","NS","NS"
"Td00001aa009051","Zm00001eb336890",0.162113725593767,0.420345635380855,0.472823970857872,"NS","NS","NS"
"Td00001aa009055","Zm00001eb336870",0.346596925779153,0.387729596509609,0.554785192030548,"NS","NS","NS"
"Td00001aa009066","Zm00001eb336760",0.421459122697338,0.818620036271823,0.0718518480574745,"NS","NS","NS"
"Td00001aa009076","Zm00001eb336590",-0.426892954301098,-0.334046445984762,0.623753885143634,"NS","NS","NS"
"Td00001aa009109","Zm00001eb336250",-0.0127968791589163,0.0142222457631289,0.987605148077542,"NS","NS","NS"
"Td00001aa009125","Zm00001eb336090",-1.22058572143941,-0.621325929241914,0.420287755382087,"Down","NS","NS"
"Td00001aa009131","Zm00001eb336030",-0.510232519565955,-0.68154578634736,0.330484047099231,"NS","NS","NS"
"Td00001aa009183","Zm00001eb334070",0.307940827957662,0.431775036281579,0.55189243764001,"NS","NS","NS"
"Td00001aa009191","Zm00001eb333970",-0.180747057438829,0.676882199502366,0.241294655611609,"NS","NS","NS"
"Td00001aa009221","Zm00001eb334140",0.82622769229423,2.10414869249982,2.54216416218814e-05,"NS","Up","NS"
"Td00001aa009257","Zm00001eb335350",-0.0788631918640995,0.311286728764284,0.580833055733411,"NS","NS","NS"
"Td00001aa009265","Zm00001eb335220",0.457555507697356,0.598597475738373,0.392625927147852,"NS","NS","NS"
"Td00001aa009285","Zm00001eb335090",0.41426309785661,-0.519643289853718,0.296571144305131,"NS","NS","NS"
"Td00001aa009306","Zm00001eb334910",-0.192851383620564,0.253513514353084,0.75812616313608,"NS","NS","NS"
"Td00001aa009323","Zm00001eb334740",-0.092595877910071,0.193687823831146,0.856537009105745,"NS","NS","NS"
"Td00001aa009353","Zm00001eb334430",0.828527209627878,-0.12845529996577,0.904193454909171,"NS","NS","NS"
"Td00001aa009397","Zm00001eb334050",-0.121325532630519,0.334328553428429,0.508143238757008,"NS","NS","NS"
"Td00001aa009403","Zm00001eb333980",-0.329971125421412,0.358925483066954,0.517974937145838,"NS","NS","NS"
"Td00001aa009410","Zm00001eb333890",-0.636458501910698,-0.619325182198204,0.47603045377744,"NS","NS","NS"
"Td00001aa009459","Zm00001eb333440",-0.468153174145635,-1.10910549146141,0.241135546396421,"NS","NS","NS"
"Td00001aa009514","Zm00001eb333010",0.302258525607428,0.643662799849128,0.17697220531327,"NS","NS","NS"
"Td00001aa009543","Zm00001eb332780",0.267706448618408,-0.0248918356997382,0.978704630511815,"NS","NS","NS"
"Td00001aa009544","Zm00001eb332770",-0.0377887154374499,0.154292812994872,0.829330853059367,"NS","NS","NS"
"Td00001aa009571","Zm00001eb332530",-0.344294229627207,-0.991923372296205,0.00505764351385354,"NS","NS","NS"
"Td00001aa009577","Zm00001eb332510",-0.286931204196335,0.470369116400311,0.364451815723935,"NS","NS","NS"
"Td00001aa009603","Zm00001eb332290",0.563888321071312,0.201430882610147,0.769906479987997,"NS","NS","NS"
"Td00001aa009655","Zm00001eb340280",-0.157281058310925,-0.0915159418031678,0.929208349683357,"NS","NS","NS"
"Td00001aa009662","Zm00001eb340350",0.109068540774964,0.245723462213898,0.675358345682446,"NS","NS","NS"
"Td00001aa009663","Zm00001eb340370",0.00450935574627651,0.0400708504771468,0.948928079551789,"NS","NS","NS"
"Td00001aa009691","Zm00001eb340590",0.160451910758448,0.447301220160816,0.393629342805549,"NS","NS","NS"
"Td00001aa009697","Zm00001eb340720",-0.265153834173698,-0.610715600080126,0.445578576548483,"NS","NS","NS"
"Td00001aa009712","Zm00001eb340900",-0.587621628066752,-0.180635318388654,0.820916626570476,"NS","NS","NS"
"Td00001aa009740","Zm00001eb341370",-0.18561175010214,0.269311667273512,0.686866486332978,"NS","NS","NS"
"Td00001aa009764","Zm00001eb341860",-0.632431526064166,0.646110883394533,0.177448506953275,"NS","NS","NS"
"Td00001aa009855","Zm00001eb356710",-0.20110948474988,0.166995096393959,0.783724739796365,"NS","NS","NS"
"Td00001aa009871","Zm00001eb356870",0.0982809547001017,0.155266418516003,0.83196698963094,"NS","NS","NS"
"Td00001aa009874","Zm00001eb356910",1.02171028275205,5.46527187554075,5.99983823785016e-08,"Up","Up","Up"
"Td00001aa009886","Zm00001eb356970",-0.364996748877217,0.145311311599941,0.845172321072131,"NS","NS","NS"
"Td00001aa009915","Zm00001eb357140",0.056545336156666,0.332230650819611,0.638114124820713,"NS","NS","NS"
"Td00001aa009918","Zm00001eb357200",0.613698597428143,-0.266170482476904,0.705917929847142,"NS","NS","NS"
"Td00001aa009947","Zm00001eb357390",0.0029512551490456,0.314086523576248,0.737276547740499,"NS","NS","NS"
"Td00001aa009977","Zm00001eb357670",-0.053516088254444,0.31770333786587,0.526125726981227,"NS","NS","NS"
"Td00001aa010029","Zm00001eb358100",-0.0135739297414319,0.41438292097226,0.523848423042266,"NS","NS","NS"
"Td00001aa010032","Zm00001eb358170",-0.168289477782726,0.112002010755997,0.876860294099222,"NS","NS","NS"
"Td00001aa010052","Zm00001eb358310",0.185773214109581,-0.0677296844554426,0.938533862957236,"NS","NS","NS"
"Td00001aa010057","Zm00001eb358410",-0.293241467555464,-0.200781638759781,0.820252385256945,"NS","NS","NS"
"Td00001aa010067","Zm00001eb358560",-0.497504297461918,0.0848118198824769,0.914910205422763,"NS","NS","NS"
"Td00001aa010082","Zm00001eb159350",-0.0275480104097603,-0.153918267635899,0.867768238252572,"NS","NS","NS"
"Td00001aa010087","Zm00001eb358770",0.654515081925169,0.543695924689905,0.541671347426192,"NS","NS","NS"
"Td00001aa010167","Zm00001eb359400",-0.263170514377282,-0.150546791335399,0.826153247015573,"NS","NS","NS"
"Td00001aa010169","Zm00001eb359420",0.424281676090603,0.3544043920956,0.488314038346792,"NS","NS","NS"
"Td00001aa010182","Zm00001eb157850",-0.204187041719276,0.307379432006805,0.619161184467605,"NS","NS","NS"
"Td00001aa010207","Zm00001eb359730",-0.220317146765915,0.599431719281628,0.458678937813813,"NS","NS","NS"
"Td00001aa010260","Zm00001eb360190",-0.290799482549163,0.766616374146348,0.180985116723372,"NS","NS","NS"
"Td00001aa010289","Zm00001eb360480",-0.0185311481268935,0.848993992502385,0.134986042212989,"NS","NS","NS"
"Td00001aa010338","Zm00001eb360880",0.070656319890316,0.466835982859578,0.56465678621546,"NS","NS","NS"
"Td00001aa010339","Zm00001eb360900",0.414012409225718,0.745000367994193,0.134701309914073,"NS","NS","NS"
"Td00001aa010356","Zm00001eb361030",-0.000376804326560197,-0.79661741035609,0.201546671275575,"NS","NS","NS"
"Td00001aa010371","Zm00001eb361210",-0.0728298168011498,-0.174651246172151,0.808353097439269,"NS","NS","NS"
"Td00001aa010378","Zm00001eb361300",-0.497906593782228,0.729154861506043,0.113050924952304,"NS","NS","NS"
"Td00001aa010388","Zm00001eb361460",-0.496732893096207,0.171812835370769,0.80350272539192,"NS","NS","NS"
"Td00001aa010418","Zm00001eb361700",0.273632840398882,0.25583134865241,0.660052917556332,"NS","NS","NS"
"Td00001aa010440","Zm00001eb361870",-0.148337086454814,0.178085712175095,0.867768238252572,"NS","NS","NS"
"Td00001aa010462","Zm00001eb371250",-0.00205838448437555,0.294474829089787,0.552810794207414,"NS","NS","NS"
"Td00001aa010482","Zm00001eb371150",-0.023603619276941,-0.320772525318993,0.737789785024223,"NS","NS","NS"
"Td00001aa010545","Zm00001eb370590",-0.10959202708234,0.365446762696715,0.571446451072286,"NS","NS","NS"
"Td00001aa010562","Zm00001eb370440",-0.129992853919725,-0.646930927186153,0.388396338471914,"NS","NS","NS"
"Td00001aa010569","Zm00001eb370370",-0.555287114272641,0.288343347683632,0.604974247272492,"NS","NS","NS"
"Td00001aa010573","Zm00001eb370330",0.0608450162577587,0.18624699058985,0.779445151036026,"NS","NS","NS"
"Td00001aa010575","Zm00001eb370320",0.0750558651483537,0.116468207912528,0.885448854398252,"NS","NS","NS"
"Td00001aa010578","Zm00001eb370290",0.129931186553346,0.0681724124403225,0.95289791278465,"NS","NS","NS"
"Td00001aa010582","Zm00001eb370240",-0.513102003154444,0.257413159721562,0.704873223347063,"NS","NS","NS"
"Td00001aa010600","Zm00001eb370100",0.234222931591487,-0.0836138510645612,0.932214450124495,"NS","NS","NS"
"Td00001aa010642","Zm00001eb369780",0.0519459429240275,0.202509551352323,0.740689402588003,"NS","NS","NS"
"Td00001aa010645","Zm00001eb369750",-0.0587048243521397,0.269415378755699,0.73708469708185,"NS","NS","NS"
"Td00001aa010662","Zm00001eb151060",0.178970088264472,0.0183439128305317,0.982802403412482,"NS","NS","NS"
"Td00001aa010671","Zm00001eb369580",-0.309380952106569,0.241054308062146,0.77422177518988,"NS","NS","NS"
"Td00001aa010744","Zm00001eb368990",1.00979669827725,0.377796104619662,0.469469920911339,"Up","NS","NS"
"Td00001aa010752","Zm00001eb149610",-0.454558041434064,-0.479841520230231,0.424877670264284,"NS","NS","NS"
"Td00001aa010759","Zm00001eb368840",-0.389851495736679,0.768449469932797,0.148261539369458,"NS","NS","NS"
"Td00001aa010760","Zm00001eb368820",0.25589399409156,0.248464326954829,0.71028669133043,"NS","NS","NS"
"Td00001aa010844","Zm00001eb368000",0.789997588498667,-1.591662865285,0.00141373233164053,"NS","Down","NS"
"Td00001aa010854","Zm00001eb367890",0.078948069932358,0.741049065387732,0.166064347003252,"NS","NS","NS"
"Td00001aa010934","Zm00001eb366800",-0.137091952131807,-1.60998981855109,0.851308800531183,"NS","NS","NS"
"Td00001aa010944","Zm00001eb366720",-0.0647315306566455,-0.344978450352652,0.636237123829061,"NS","NS","NS"
"Td00001aa010947","Zm00001eb366710",-0.687406905376412,1.00406740848016,0.0644541276650576,"NS","NS","NS"
"Td00001aa010954","Zm00001eb366640",0.012317804194986,0.408617783371169,0.42730759185036,"NS","NS","NS"
"Td00001aa010981","Zm00001eb366430",0.12133027529024,0.0410082801365898,0.966994007066083,"NS","NS","NS"
"Td00001aa010989","Zm00001eb366350",-0.128591777538934,0.428132367305646,0.401844469713378,"NS","NS","NS"
"Td00001aa011042","Zm00001eb365810",-0.132411545816716,0.710818013112605,0.138370450240828,"NS","NS","NS"
"Td00001aa011045","Zm00001eb365780",-0.228763842262141,0.0323700146616523,0.971243459044524,"NS","NS","NS"
"Td00001aa011081","Zm00001eb365200",-0.0556253000596799,0.0500155230398175,0.93553488495625,"NS","NS","NS"
"Td00001aa011129","Zm00001eb364750",0.478093785319046,0.607854550762086,0.207212175290385,"NS","NS","NS"
"Td00001aa011137","Zm00001eb364660",-0.248478200569644,0.0645769801660452,0.944863116609389,"NS","NS","NS"
"Td00001aa011157","Zm00001eb364380",-0.0950884905056485,0.105110897321303,0.882685100561541,"NS","NS","NS"
"Td00001aa011188","Zm00001eb363960",-0.60891026190653,-1.40089590822309,0.0279097374718898,"NS","Down","NS"
"Td00001aa011197","Zm00001eb363880",-0.127072927174064,0.571274566450001,0.286764127089059,"NS","NS","NS"
"Td00001aa011200","Zm00001eb363840",0.55331517639657,-0.113270269097676,0.917289318653437,"NS","NS","NS"
"Td00001aa011228","Zm00001eb363500",-0.487803470364135,0.853880210748221,0.0333646163925967,"NS","NS","NS"
"Td00001aa011250","Zm00001eb363240",0.0187293694273387,0.478424259045527,0.394650138507,"NS","NS","NS"
"Td00001aa011263","Zm00001eb363090",0.165390680787956,-0.165767486962925,0.813257128487181,"NS","NS","NS"
"Td00001aa011277","Zm00001eb362860",-0.5234364536686,0.198535225564546,0.722675192460845,"NS","NS","NS"
"Td00001aa011280","Zm00001eb362830",-0.556849764504782,0.0464484729514978,0.959626357522839,"NS","NS","NS"
"Td00001aa011286","Zm00001eb362760",0.461505425761863,-0.0898170516848624,0.932391272328063,"NS","NS","NS"
"Td00001aa011312","Zm00001eb362520",-0.317142973324859,0.594370769464054,0.16938367229323,"NS","NS","NS"
"Td00001aa011332","Zm00001eb362330",-0.420242037160802,2.55811011739828,0.290784968647874,"NS","NS","NS"
"Td00001aa011350","Zm00001eb362080",-0.13773074848967,-0.180500102417229,0.806022941836752,"NS","NS","NS"
"Td00001aa011352","Zm00001eb362030",-0.202245145659445,-0.538618969590032,0.377586922780692,"NS","NS","NS"
"Td00001aa011353","Zm00001eb362020",-0.0521197676738,0.420020199241159,0.459919218785748,"NS","NS","NS"
"Td00001aa011427","Zm00001eb411380",-1.28917449111682,1.17879175512474,0.000603475678862388,"Down","Up","NS"
"Td00001aa011430","Zm00001eb411430",0.977559759699713,1.67124702838129,5.5396178876543e-05,"NS","Up","NS"
"Td00001aa011438","Zm00001eb411490",0.341630938305286,-0.200490583150042,0.793221229500095,"NS","NS","NS"
"Td00001aa011468","Zm00001eb411740",-0.0503263601685825,0.452732199161304,0.330465915794531,"NS","NS","NS"
"Td00001aa011477","Zm00001eb411760",0.014433686266118,-0.352593792067758,0.696778314977022,"NS","NS","NS"
"Td00001aa011506","Zm00001eb028370",0.113783057501848,0.181645154188068,0.763656510231808,"NS","NS","NS"
"Td00001aa011551","Zm00001eb028770",0.0671608976295135,-2.20604359093729,0.74809766476212,"NS","NS","NS"
"Td00001aa011555","Zm00001eb028810",-0.310511194200697,0.28294280364072,0.643965953479576,"NS","NS","NS"
"Td00001aa011564","Zm00001eb028940",0.0477010263918488,0.100201593139287,0.877909969202666,"NS","NS","NS"
"Td00001aa011566","Zm00001eb029010",-0.226305786506055,-0.588367273146797,0.309792786810328,"NS","NS","NS"
"Td00001aa011576","Zm00001eb029200",0.055133479597669,-0.492678620028699,0.318606067671357,"NS","NS","NS"
"Td00001aa011609","Zm00001eb029580",0.122634533340152,0.222244676183551,0.696722554483335,"NS","NS","NS"
"Td00001aa011659","Zm00001eb030210",-0.0981179266801434,0.325877957165768,0.54463970978113,"NS","NS","NS"
"Td00001aa011674","Zm00001eb030410",0.542365619830627,-0.239630833499027,0.77731924431471,"NS","NS","NS"
"Td00001aa011675","Zm00001eb030420",0.11648419819701,0.607643008922592,0.17793616895859,"NS","NS","NS"
"Td00001aa011732","Zm00001eb030980",-0.0657838574721025,0.561055771262491,0.176585768853109,"NS","NS","NS"
"Td00001aa011748","Zm00001eb032060",-0.0986287083111515,0.73851429638019,0.0855441924890115,"NS","NS","NS"
"Td00001aa011779","Zm00001eb032380",0.436548520113827,0.809723518086476,0.0254167952849456,"NS","NS","NS"
"Td00001aa011866","Zm00001eb434560",-0.0909248720740175,-0.626355657358501,0.348357338076996,"NS","NS","NS"
"Td00001aa011875","Zm00001eb434510",-0.875772149075944,0.0666800292243299,0.928451923865655,"NS","NS","NS"
"Td00001aa011890","Zm00001eb434370",0.121553404053663,-0.996911059139882,0.291432007481246,"NS","NS","NS"
"Td00001aa011895","Zm00001eb434320",-0.115687458720146,-0.44290736296148,0.643970608429907,"NS","NS","NS"
"Td00001aa011905","Zm00001eb434230",-0.282752638040104,0.455290897078063,0.414615541594959,"NS","NS","NS"
"Td00001aa011919","Zm00001eb434200",-0.139013347402015,0.469158337456568,0.318606067671357,"NS","NS","NS"
"Td00001aa011925","Zm00001eb434140",-0.134258173747,2.83996921924526,9.01945466821019e-19,"NS","Up","NS"
"Td00001aa011930","Zm00001eb434080",-0.245346164258376,-0.914789152844208,0.231224932875698,"NS","NS","NS"
"Td00001aa011935","Zm00001eb434030",0.178550600661491,0.156342881200311,0.9117003523208,"NS","NS","NS"
"Td00001aa011954","Zm00001eb433870",1.29049518916826,2.90391369097578,3.16250812377958e-09,"Up","Up","Up"
"Td00001aa011955","Zm00001eb433860",-0.044720513253848,0.490762733196563,0.317421577130349,"NS","NS","NS"
"Td00001aa011973","Zm00001eb433680",-0.0202579187458135,-0.491471209625782,0.462682901506606,"NS","NS","NS"
"Td00001aa011975","Zm00001eb433650",-0.0858491331733071,0.519474715355513,0.470974645044566,"NS","NS","NS"
"Td00001aa012022","Zm00001eb433310",0.293678399767437,0.585130173440571,0.250524874032707,"NS","NS","NS"
"Td00001aa012060","Zm00001eb432790",-0.420363609223696,0.0473989315910906,0.962355103535415,"NS","NS","NS"
"Td00001aa012064","Zm00001eb432770",-0.11921503968445,0.483688390723207,0.349116418375595,"NS","NS","NS"
"Td00001aa012077","Zm00001eb432580",-0.1425324838293,-0.0899081650426771,0.925835896404768,"NS","NS","NS"
"Td00001aa012104","Zm00001eb432360",-0.227583808474459,0.320212482377549,0.589755054582932,"NS","NS","NS"
"Td00001aa012106","Zm00001eb432330",0.30636100799679,-0.0195474890910351,0.985920316335503,"NS","NS","NS"
"Td00001aa012113","Zm00001eb432170",-0.273157636403515,2.55871678356934,1.01126181271877e-11,"NS","Up","NS"
"Td00001aa012163","Zm00001eb431740",-0.110184717338424,0.762646647241494,0.153966251129178,"NS","NS","NS"
"Td00001aa012166","Zm00001eb069160",-0.104224257866525,-0.193855022510053,0.869278714784962,"NS","NS","NS"
"Td00001aa012190","Zm00001eb431460",-0.517040683176643,-0.32277998043946,0.650009759700138,"NS","NS","NS"
"Td00001aa012238","Zm00001eb431060",-0.237264485227561,0.269487913604842,0.634945999687853,"NS","NS","NS"
"Td00001aa012250","Zm00001eb431000",-0.0687314144360419,-0.0634787175441034,0.944931043767732,"NS","NS","NS"
"Td00001aa012271","Zm00001eb430780",-1.20436077491209,0.0335370082216001,0.966653690196546,"Down","NS","NS"
"Td00001aa012276","Zm00001eb430730",-0.51572740812706,0.335501359726069,0.497773018376229,"NS","NS","NS"
"Td00001aa012294","Zm00001eb430580",-0.227198936782997,-0.0856754868424014,0.896440970396359,"NS","NS","NS"
"Td00001aa012295","Zm00001eb430560",-0.324617164042131,-0.141917259025524,0.8479749589573,"NS","NS","NS"
"Td00001aa012388","Zm00001eb429430",0.334798176485951,0.000564652578221214,0.999644697053937,"NS","NS","NS"
"Td00001aa012396","Zm00001eb429310",-0.637047695166965,-0.555991936640581,0.505435039705779,"NS","NS","NS"
"Td00001aa012440","Zm00001eb428660",-0.457340655918883,-0.0491852945373557,0.951923117778831,"NS","NS","NS"
"Td00001aa012521","Zm00001eb427810",-0.840459992259189,2.12536384732871,0.326888074194536,"NS","NS","NS"
"Td00001aa012562","Zm00001eb427400",-0.33655269617998,0.000931247344284395,0.998924357427824,"NS","NS","NS"
"Td00001aa012567","Zm00001eb427320",-0.120436314451862,1.50773892566426,0.0042204742079396,"NS","Up","NS"
"Td00001aa012570","Zm00001eb427290",-0.217702904306484,0.302179945167924,0.670194946366218,"NS","NS","NS"
"Td00001aa012579","Zm00001eb427180",-0.549156780315559,1.46143851819243,0.000626551197801322,"NS","Up","NS"
"Td00001aa012606","Zm00001eb426990",-0.597900816592328,0.411658947809634,0.464938988578532,"NS","NS","NS"
"Td00001aa012623","Zm00001eb426700",0.234125299882853,0.605573845675532,0.34059700619114,"NS","NS","NS"
"Td00001aa012628","Zm00001eb426650",0.82249404643684,-0.530168760973801,0.418886030292007,"NS","NS","NS"
"Td00001aa012677","Zm00001eb426070",0.386405382915357,0.44431318317369,0.366135460896291,"NS","NS","NS"
"Td00001aa012705","Zm00001eb425750",-0.222958773928676,0.208950500074082,0.736771502298863,"NS","NS","NS"
"Td00001aa012719","Zm00001eb425600",2.68366629052085,-0.982358547934496,0.10245833171844,"Up","NS","NS"
"Td00001aa012729","Zm00001eb425460",0.0075192808675388,-1.14750506756071,0.204682205636376,"NS","NS","NS"
"Td00001aa012773","Zm00001eb424960",0.088067519253616,-0.346173759500497,0.54408912168848,"NS","NS","NS"
