"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa001283","Zm00001eb317910",0.165303736166903,0.218153500005405,0.782082381106294,"NS","NS","NS"
"Td00001aa001300","Zm00001eb317720",-0.223106212937194,-0.00678278111662589,0.99927878590181,"NS","NS","NS"
"Td00001aa001301","Zm00001eb317710",-0.275392240517324,0.455167262811265,0.517887155803892,"NS","NS","NS"
"Td00001aa001319","Zm00001eb317480",0.026608436143676,0.214942057507054,0.712280741927381,"NS","NS","NS"
"Td00001aa001322","Zm00001eb102250",0.466429326778566,0.0857391963829403,0.937800504323984,"NS","NS","NS"
"Td00001aa001355","Zm00001eb317090",-1.53327227649445,-1.47892803959894,0.00102470430338592,"Down","Down","Down"
"Td00001aa001373","Zm00001eb316910",0.243307604366518,-0.572236754498565,0.319279685829238,"NS","NS","NS"
"Td00001aa001418","Zm00001eb316500",-0.108137150743551,-0.285183275049279,0.639397218986326,"NS","NS","NS"
"Td00001aa001425","Zm00001eb316410",0.294559986297624,-0.646534635249413,0.245779710862158,"NS","NS","NS"
"Td00001aa001489","Zm00001eb315770",-0.668578590662571,1.54258129619776,0.14071871931203,"NS","NS","NS"
"Td00001aa001495","Zm00001eb315710",-0.034555187407228,-0.169555194406488,0.842742887182251,"NS","NS","NS"
"Td00001aa001498","Zm00001eb315650",-0.429558566409382,0.129433076317935,0.909096944649305,"NS","NS","NS"
"Td00001aa001519","Zm00001eb315420",-0.683741194506434,0.473981344464479,0.293633007102946,"NS","NS","NS"
"Td00001aa001541","Zm00001eb315130",0.981271887018479,2.40010640524399,0.00169431462310556,"NS","Up","NS"
"Td00001aa001544","Zm00001eb315060",-0.23505961969154,-0.774188922141418,0.112747119647897,"NS","NS","NS"
"Td00001aa001550","Zm00001eb315020",-0.250615806787889,1.27860967864652,0.0109307871682665,"NS","Up","NS"
"Td00001aa001578","Zm00001eb314710",-0.256756615264432,-0.0411202944884032,0.972340906564177,"NS","NS","NS"
"Td00001aa001591","Zm00001eb314620",-0.0302608183380191,-1.33349095946947,0.00887992104068505,"NS","Down","NS"
"Td00001aa001592","Zm00001eb314610",-0.985033487144169,2.40524967607227,0.00489952489156558,"NS","Up","NS"
"Td00001aa001617","Zm00001eb314300",-0.101186301286003,-0.319781571037568,0.620603841826827,"NS","NS","NS"
"Td00001aa001626","Zm00001eb314220",0.0663365368609204,2.20524046307044,0.000252419824150534,"NS","Up","NS"
"Td00001aa001703","Zm00001eb313430",0.0311692068075966,0.0351105794898151,0.999607992949348,"NS","NS","NS"
"Td00001aa001768","Zm00001eb312560",0.599435047175013,0.248991175463272,0.857757680692584,"NS","NS","NS"
"Td00001aa001816","Zm00001eb312080",0.081893689496664,1.06310097147037,0.121413779000629,"NS","NS","NS"
"Td00001aa001865","Zm00001eb311620",0.141599435940143,2.08868053441913,5.78313651999517e-08,"NS","Up","NS"
"Td00001aa001885","Zm00001eb311450",0.139228526542513,-0.330963287548016,0.76553741140869,"NS","NS","NS"
"Td00001aa001943","Zm00001eb310830",-0.129947943004872,0.633650182296799,0.200567523655028,"NS","NS","NS"
"Td00001aa001961","Zm00001eb310530",-0.246542795324653,0.759322447326413,0.782825752608512,"NS","NS","NS"
"Td00001aa001965","Zm00001eb310480",0.603368928747713,0.68677282162055,0.0228734666136949,"NS","NS","NS"
"Td00001aa001981","Zm00001eb310290",0.420926936197368,-0.158857837072052,0.810301564263535,"NS","NS","NS"
"Td00001aa001998","Zm00001eb309980",-0.152650583551708,-0.0394071144409224,0.980934104138982,"NS","NS","NS"
"Td00001aa002029","Zm00001eb309660",-0.0580812517821468,0.309846179736395,0.464589269802908,"NS","NS","NS"
"Td00001aa002075","Zm00001eb309260",0.26213049356732,-1.24001487002247,0.594278983929386,"NS","NS","NS"
"Td00001aa002133","Zm00001eb308620",-0.625537936303777,0.707332351965186,0.692164837304691,"NS","NS","NS"
"Td00001aa002147","Zm00001eb308420",0.076594612647782,0.492826951881228,0.411116458563812,"NS","NS","NS"
"Td00001aa002157","Zm00001eb308000",0.063566873174714,0.320898520575162,0.610571116135598,"NS","NS","NS"
"Td00001aa002232","Zm00001eb307340",2.91622952373269,0.500030474752072,0.871463828764882,"Up","NS","NS"
"Td00001aa002263","Zm00001eb306930",-0.0230490059381358,0.494272583148432,0.448303530832746,"NS","NS","NS"
"Td00001aa002278","Zm00001eb306680",0.127275284716866,0.393045599909654,0.633095847816137,"NS","NS","NS"
"Td00001aa002280","Zm00001eb306650",-1.41501339912584,-0.886377236023858,0.101954652021688,"Down","NS","NS"
"Td00001aa002302","Zm00001eb306410",-0.130716010700272,0.379144371929696,0.642819591247329,"NS","NS","NS"
"Td00001aa002304","Zm00001eb306380",-0.891149073751972,-0.453593766290794,0.161031207249083,"NS","NS","NS"
"Td00001aa002316","Zm00001eb306310",-0.750389614675829,1.64638498411378,0.0516456030312978,"NS","NS","NS"
"Td00001aa002331","Zm00001eb306210",-0.476227753597293,0.0456718140078848,0.952681289816631,"NS","NS","NS"
"Td00001aa002356","Zm00001eb096920",-0.40745955247943,0.186130738979775,0.825133326642413,"NS","NS","NS"
"Td00001aa002372","Zm00001eb305810",1.72034695182007,-0.575644548437016,0.221931934831485,"Up","NS","NS"
"Td00001aa002382","Zm00001eb305750",-0.321126369393918,0.471961142883136,0.274710173117702,"NS","NS","NS"
"Td00001aa002383","Zm00001eb305710",-0.284844593459153,0.198462260999324,0.826547997305763,"NS","NS","NS"
"Td00001aa002406","Zm00001eb305460",-0.164533636292983,0.79304343094077,0.163860394627686,"NS","NS","NS"
"Td00001aa002517","Zm00001eb304310",-0.123961568715865,-0.597622376514009,0.384306763286155,"NS","NS","NS"
"Td00001aa002518","Zm00001eb096980",-1.09158390636247,-1.09986022090074,0.323155533493969,"NS","NS","NS"
"Td00001aa002537","Zm00001eb304090",-0.411926222996873,0.270971146239958,0.657334907147433,"NS","NS","NS"
"Td00001aa002569","Zm00001eb303740",-0.182552814768504,-1.0266773081886,0.266551700620684,"NS","NS","NS"
"Td00001aa002573","Zm00001eb303720",0.213845306272902,-0.344452690768093,0.72596665405992,"NS","NS","NS"
"Td00001aa002575","Zm00001eb303700",-0.200926521204472,-0.206356160230897,0.744864811173594,"NS","NS","NS"
"Td00001aa002598","Zm00001eb303540",-0.278957633898144,-1.28709821391846,0.0418339083695282,"NS","Down","NS"
"Td00001aa002600","Zm00001eb303380",-0.0805611260909085,-0.364967758743636,0.813247119762452,"NS","NS","NS"
