"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa001541","Zm00001eb315130",0.981271887018479,0.992992772114131,0.335098990274887,"NS","NS","NS"
"Td00001aa001544","Zm00001eb315060",-0.23505961969154,0.908218152758454,0.63088981695492,"NS","NS","NS"
"Td00001aa001550","Zm00001eb315020",-0.250615806787889,0.23453590306778,0.739380551006051,"NS","NS","NS"
"Td00001aa001578","Zm00001eb314710",-0.256756615264432,0.92623872267912,0.192720856733859,"NS","NS","NS"
"Td00001aa001591","Zm00001eb314620",-0.0302608183380191,-1.35494803192694,0.085062768211208,"NS","NS","NS"
"Td00001aa001592","Zm00001eb314610",-0.985033487144169,1.19765646670058,0.695077530896379,"NS","NS","NS"
"Td00001aa001617","Zm00001eb314300",-0.101186301286003,0.0679580267481827,0.939409555346196,"NS","NS","NS"
"Td00001aa001626","Zm00001eb314220",0.0663365368609204,0.200732930302015,0.822076616957175,"NS","NS","NS"
"Td00001aa001703","Zm00001eb313430",0.0311692068075966,0.11039759772241,0.919848112042282,"NS","NS","NS"
"Td00001aa001768","Zm00001eb312560",0.599435047175013,0.460990444540493,0.63917718494521,"NS","NS","NS"
"Td00001aa001816","Zm00001eb312080",0.081893689496664,1.17037758613222,0.130250595185114,"NS","NS","NS"
"Td00001aa001865","Zm00001eb311620",0.141599435940143,3.74374281313566,1.25667694204173e-11,"NS","Up","NS"
"Td00001aa001885","Zm00001eb311450",0.139228526542513,0.434243834000943,0.609160608644377,"NS","NS","NS"
"Td00001aa001943","Zm00001eb310830",-0.129947943004872,0.586205659246762,0.44425745542379,"NS","NS","NS"
"Td00001aa001961","Zm00001eb310530",-0.246542795324653,-0.853713517913002,0.39836490135932,"NS","NS","NS"
"Td00001aa001965","Zm00001eb310480",0.603368928747713,0.303369538187278,0.574794244170024,"NS","NS","NS"
"Td00001aa001981","Zm00001eb310290",0.420926936197368,0.283702184533461,0.728527737685826,"NS","NS","NS"
"Td00001aa001998","Zm00001eb309980",-0.152650583551708,0.875442955014433,0.19225601505451,"NS","NS","NS"
"Td00001aa002029","Zm00001eb309660",-0.0580812517821468,0.504362564918688,0.610706150822389,"NS","NS","NS"
"Td00001aa002075","Zm00001eb309260",0.26213049356732,-0.846088022322967,0.834987177925764,"NS","NS","NS"
"Td00001aa002133","Zm00001eb308620",-0.625537936303777,1.22104811572821,0.165492284964668,"NS","NS","NS"
"Td00001aa002147","Zm00001eb308420",0.076594612647782,1.67485365156187,0.249334297070539,"NS","NS","NS"
"Td00001aa002157","Zm00001eb308000",0.063566873174714,0.286132844618217,0.656613513310317,"NS","NS","NS"
"Td00001aa002232","Zm00001eb307340",2.91622952373269,1.59424509231148,NA,"Up",NA,NA
"Td00001aa002263","Zm00001eb306930",-0.0230490059381358,0.779367398315478,0.330439001191476,"NS","NS","NS"
"Td00001aa002278","Zm00001eb306680",0.127275284716866,-0.26900688778646,0.664008972879786,"NS","NS","NS"
"Td00001aa002280","Zm00001eb306650",-1.41501339912584,0.637445070478883,0.444347408764523,"Down","NS","NS"
"Td00001aa002302","Zm00001eb306410",-0.130716010700272,0.137841835676694,0.844481831153684,"NS","NS","NS"
"Td00001aa002304","Zm00001eb306380",-0.891149073751972,-0.450285870058976,0.615943139984759,"NS","NS","NS"
"Td00001aa002316","Zm00001eb306310",-0.750389614675829,0.00030482447570859,0.999873533971843,"NS","NS","NS"
"Td00001aa002331","Zm00001eb306210",-0.476227753597293,0.53938441920892,0.393708437868624,"NS","NS","NS"
"Td00001aa002356","Zm00001eb096920",-0.40745955247943,0.605512205402115,0.503863136191664,"NS","NS","NS"
"Td00001aa002372","Zm00001eb305810",1.72034695182007,2.89812341016561,1.75863079531751e-05,"Up","Up","Up"
"Td00001aa002382","Zm00001eb305750",-0.321126369393918,0.600555323715071,0.271275370129218,"NS","NS","NS"
"Td00001aa002383","Zm00001eb305710",-0.284844593459153,1.55182985577597,0.0596245851579001,"NS","NS","NS"
"Td00001aa002406","Zm00001eb305460",-0.164533636292983,0.241931761662696,0.817275058103927,"NS","NS","NS"
"Td00001aa002517","Zm00001eb304310",-0.123961568715865,-0.436121135617545,0.64753856982077,"NS","NS","NS"
"Td00001aa002518","Zm00001eb096980",-1.09158390636247,0.230412866229367,0.73712568524586,"NS","NS","NS"
"Td00001aa002537","Zm00001eb304090",-0.411926222996873,0.176391792400041,0.825400120270133,"NS","NS","NS"
