qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
Sn00001aa004935_T002	CC	0016020	membrane	0.00912314990206	0.318568804358	4	1
Sn00001aa004935_T002	MF	0008270	zinc ion binding	5.07380592955	0.63176460121	6	100
Sn00001aa004935_T002	BP	0032259	methylation	5.02400625785	0.630155565161	12	99
Sn00001aa005345_T001	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	5.65596255539	0.650018526572	1	33
Sn00001aa005345_T001	BP	0009251	glucan catabolic process	4.89619011408	0.625988922969	1	22
Sn00001aa005345_T001	CC	0016020	membrane	0.0935576158682	0.349112599087	1	3
Sn00001aa005345_T001	BP	0009987	cellular process	0.369435978571	0.392954368241	12	33
Sn00001aa005515_T001	MF	0004364	glutathione transferase activity	10.0586554259	0.765207366598	1	40
Sn00001aa005515_T001	BP	0006749	glutathione metabolic process	8.55679541269	0.72943904925	1	41
Sn00001aa005515_T001	CC	0005829	cytosol	3.07014776496	0.559117075163	1	32
Sn00001aa005515_T001	CC	0032991	protein-containing complex	0.0816268407851	0.34618423736	4	1
Sn00001aa005515_T001	MF	0042803	protein homodimerization activity	0.291889955206	0.383146973181	5	1
Sn00001aa005515_T001	MF	0046982	protein heterodimerization activity	0.280351566245	0.381580838219	6	1
Sn00001aa005515_T001	BP	0019852	L-ascorbic acid metabolic process	0.0408399270982	0.334043309572	8	1
Sn00001aa005515_T001	MF	0045174	glutathione dehydrogenase (ascorbate) activity	0.0499468115965	0.337150433383	10	1
Sn00001aa005515_T001	BP	0042744	hydrogen peroxide catabolic process	0.032942283122	0.331053813249	10	1
Sn00001aa005515_T001	BP	0098869	cellular oxidant detoxification	0.0239523217967	0.327171932684	13	1
Sn00001aa005661_T003	CC	0045275	respiratory chain complex III	9.84215492605	0.760224473538	1	8
Sn00001aa005661_T003	BP	0006122	mitochondrial electron transport, ubiquinol to cytochrome c	9.39496578347	0.749755546434	1	8
Sn00001aa005661_T003	CC	0005743	mitochondrial inner membrane	5.28877068494	0.638621194148	7	8
Sn00001aa006179_T001	CC	0009507	chloroplast	4.49376341441	0.612502199174	1	76
Sn00001aa006179_T001	BP	0005975	carbohydrate metabolic process	4.04105578742	0.59658652043	1	97
Sn00001aa006179_T001	BP	0009987	cellular process	0.399236069629	0.396444809256	4	97
Sn00001aa006768_T001	MF	0004869	cysteine-type endopeptidase inhibitor activity	12.3363819175	0.814688660093	1	12
Sn00001aa006768_T001	CC	0070062	extracellular exosome	0.268482892537	0.379935866199	1	1
Sn00001aa007068_T001	MF	0004473	malate dehydrogenase (decarboxylating) (NADP+) activity	11.1918967589	0.790456324759	1	84
Sn00001aa007068_T001	BP	0006108	malate metabolic process	10.6059266579	0.777569089671	1	100
Sn00001aa007068_T001	CC	0009507	chloroplast	5.01217537243	0.6297721364	1	84
Sn00001aa007068_T001	BP	0006090	pyruvate metabolic process	5.96523496619	0.659334018957	3	84
Sn00001aa007068_T001	MF	0051287	NAD binding	6.76085046199	0.682243746769	4	100
Sn00001aa007068_T001	CC	0005739	mitochondrion	0.0417598598155	0.334371953001	9	1
Sn00001aa007068_T001	BP	0006436	tryptophanyl-tRNA aminoacylation	0.101592345254	0.350980400589	11	1
Sn00001aa007068_T001	MF	0046872	metal ion binding	2.47638954759	0.533194682405	12	100
Sn00001aa007068_T001	BP	0048608	reproductive structure development	0.0985806697757	0.350289255358	12	1
Sn00001aa007068_T001	BP	0009791	post-embryonic development	0.0960470679023	0.349699601937	14	1
Sn00001aa007068_T001	MF	0004830	tryptophan-tRNA ligase activity	0.1047476915	0.351693614139	20	1
Sn00001aa007068_T001	MF	0005524	ATP binding	0.0283059747485	0.329128999117	27	1
Sn00001aa007255_T001	MF	0004364	glutathione transferase activity	10.150522056	0.76730551502	1	71
Sn00001aa007255_T001	BP	0006749	glutathione metabolic process	8.60521164804	0.730638987866	1	71
Sn00001aa007255_T001	CC	0005829	cytosol	2.01617158408	0.510872321503	1	38
Sn00001aa007255_T001	MF	0050610	methylarsonate reductase activity	0.378780700351	0.394063575671	5	4
Sn00001aa007255_T001	BP	0009407	toxin catabolic process	0.415022613217	0.398241105164	6	3
Sn00001aa007255_T001	MF	0045174	glutathione dehydrogenase (ascorbate) activity	0.337237569804	0.389020775457	6	4
Sn00001aa007255_T001	BP	0098869	cellular oxidant detoxification	0.16172449323	0.363092156663	13	4
Sn00001aa008159_T001	MF	0016787	hydrolase activity	2.18412370702	0.519287901523	1	97
Sn00001aa008159_T001	CC	0005737	cytoplasm	1.46882401558	0.480675212668	1	96
Sn00001aa008274_T003	MF	0009041	UMP/dUMP kinase activity	11.058560405	0.7875540891	1	96
Sn00001aa008274_T003	BP	0046940	nucleoside monophosphate phosphorylation	8.72384166363	0.733564900345	1	96
Sn00001aa008274_T003	CC	0005634	nucleus	3.18072549481	0.563658226044	1	91
Sn00001aa008274_T003	MF	0004127	(d)CMP kinase activity	11.0138491692	0.786576978687	2	96
Sn00001aa008274_T003	BP	0006207	'de novo' pyrimidine nucleobase biosynthetic process	8.58725034874	0.730194233325	2	96
Sn00001aa008274_T003	CC	0005737	cytoplasm	1.48262844793	0.481500211744	6	96
Sn00001aa008274_T003	BP	0006221	pyrimidine nucleotide biosynthetic process	6.99572186407	0.68874567943	7	96
Sn00001aa008274_T003	MF	0004017	adenylate kinase activity	5.76693411771	0.65338969397	7	52
Sn00001aa008274_T003	MF	0005524	ATP binding	2.94119820287	0.553716865612	12	96
Sn00001aa008274_T003	CC	0097708	intracellular vesicle	0.189089746169	0.367839422567	19	3
Sn00001aa008274_T003	CC	0098588	bounding membrane of organelle	0.166991703143	0.364035425818	21	3
Sn00001aa008274_T003	CC	0012505	endomembrane system	0.1450310665	0.359996435475	22	3
Sn00001aa008274_T003	BP	0046704	CDP metabolic process	1.38087109585	0.475325204904	26	9
Sn00001aa008274_T003	BP	0009194	pyrimidine ribonucleoside diphosphate biosynthetic process	1.12214025412	0.458511988685	27	9
Sn00001aa008274_T003	BP	0046048	UDP metabolic process	1.1145212823	0.457988932332	29	9
Sn00001aa008274_T003	MF	0016872	intramolecular lyase activity	0.234588633616	0.375026677343	30	2
Sn00001aa008274_T003	MF	0005504	fatty acid binding	0.231473012726	0.374558104657	31	2
Sn00001aa008274_T003	MF	0004822	isoleucine-tRNA ligase activity	0.113728261902	0.353666697814	36	1
Sn00001aa008274_T003	MF	0002161	aminoacyl-tRNA editing activity	0.0898239057584	0.348217364328	38	1
Sn00001aa008274_T003	MF	0000049	tRNA binding	0.0715009589357	0.343525991002	39	1
Sn00001aa008274_T003	BP	0009260	ribonucleotide biosynthetic process	0.54410089567	0.411804159338	41	9
Sn00001aa008274_T003	BP	0006428	isoleucyl-tRNA aminoacylation	0.110802637815	0.35303276782	48	1
Sn00001aa008274_T003	BP	0048608	reproductive structure development	0.108208295774	0.352463582656	49	1
Sn00001aa008274_T003	BP	0009791	post-embryonic development	0.105427256231	0.35184580639	51	1
Sn00001aa008274_T003	BP	0032543	mitochondrial translation	0.102304236166	0.351142268498	52	1
Sn00001aa008274_T003	BP	0106074	aminoacyl-tRNA metabolism involved in translational fidelity	0.0862816051857	0.347350656893	55	1
Sn00001aa008298_T001	CC	0005886	plasma membrane	2.54932615731	0.536535168488	1	20
Sn00001aa008298_T001	CC	0005737	cytoplasm	1.53817376545	0.484781589908	3	20
Sn00001aa009014_T001	BP	0009800	cinnamic acid biosynthetic process	13.0590481554	0.829413669179	1	84
Sn00001aa009014_T001	MF	0045548	phenylalanine ammonia-lyase activity	11.3846321178	0.794621069485	1	73
Sn00001aa009014_T001	CC	0005737	cytoplasm	1.53840978398	0.484795405305	1	100
Sn00001aa009014_T001	CC	0016020	membrane	0.00844958166123	0.3180470172	4	1
Sn00001aa009014_T001	BP	0006559	L-phenylalanine catabolic process	10.5261144549	0.775786501715	5	100
Sn00001aa009014_T001	MF	0052883	tyrosine ammonia-lyase activity	0.223612035838	0.373361645014	6	1
Sn00001aa009014_T001	BP	0016598	protein arginylation	0.245416367547	0.376631377671	42	1
Sn00001aa009014_T001	BP	0046898	response to cycloheximide	0.201199244624	0.369829806712	43	1
Sn00001aa009014_T001	BP	0009739	response to gibberellin	0.136256764086	0.358297638078	44	1
Sn00001aa009456_T002	MF	0047334	diphosphate-fructose-6-phosphate 1-phosphotransferase activity	12.2326096403	0.812539146138	1	100
Sn00001aa009456_T002	BP	0061615	glycolytic process through fructose-6-phosphate	10.6910538237	0.77946300973	1	100
Sn00001aa009456_T002	CC	0005829	cytosol	2.65667673779	0.54136605572	1	74
Sn00001aa009456_T002	MF	0003872	6-phosphofructokinase activity	11.0513593841	0.787396853054	2	100
Sn00001aa009456_T002	BP	0009749	response to glucose	10.3680317605	0.772235697383	2	86
Sn00001aa009456_T002	CC	0005759	mitochondrial matrix	0.157733665531	0.362367193271	4	2
Sn00001aa009456_T002	BP	0046835	carbohydrate phosphorylation	8.83145291195	0.736201882963	6	100
Sn00001aa009456_T002	MF	0005524	ATP binding	3.05185057266	0.558357816157	8	100
Sn00001aa009456_T002	MF	0046872	metal ion binding	2.47638981618	0.533194694797	19	100
Sn00001aa009456_T002	BP	0015979	photosynthesis	6.07923500486	0.662706640688	39	86
Sn00001aa009456_T002	BP	0006002	fructose 6-phosphate metabolic process	4.94597892231	0.627618366554	47	51
Sn00001aa010391_T001	MF	0003978	UDP-glucose 4-epimerase activity	11.1986669013	0.790603223107	1	1
Sn00001aa010391_T001	BP	0006012	galactose metabolic process	9.64265402718	0.755584087722	1	1
Sn00001aa010391_T001	CC	0005829	cytosol	3.61017846547	0.580586819175	1	1
Sn00001aa010391_T001	BP	0009987	cellular process	0.409814963269	0.397652381697	8	1
Sn00001aa010450_T001	MF	0004416	hydroxyacylglutathione hydrolase activity	12.2741115506	0.813399896585	1	97
Sn00001aa010450_T001	BP	0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	11.0225421428	0.786767108293	1	97
Sn00001aa010450_T001	CC	1990904	ribonucleoprotein complex	0.0475358789079	0.336357555756	1	1
Sn00001aa010450_T001	CC	0005840	ribosome	0.0356245119043	0.332105711256	2	1
Sn00001aa010450_T001	MF	0046872	metal ion binding	2.40927343575	0.530077035691	4	97
Sn00001aa010450_T001	MF	0003735	structural constituent of ribosome	0.040650386985	0.333975138511	11	1
Sn00001aa010450_T001	BP	0006412	translation	0.0350654411038	0.331889816061	20	1
Sn00001aa010461_T001	MF	0004619	phosphoglycerate mutase activity	11.1297408763	0.789105586347	1	100
Sn00001aa010461_T001	BP	0006007	glucose catabolic process	11.0298767805	0.786927470555	1	100
Sn00001aa010461_T001	CC	0005737	cytoplasm	1.53840181145	0.484794938648	1	100
Sn00001aa010461_T001	MF	0030145	manganese ion binding	8.53275175003	0.728841894248	4	100
Sn00001aa010461_T001	CC	0016020	membrane	0.00883572632574	0.318348588629	4	1
Sn00001aa010461_T001	BP	0006096	glycolytic process	7.6235343844	0.705608069721	5	100
Sn00001aa010461_T001	MF	0008270	zinc ion binding	0.0493129416992	0.336943863329	14	1
Sn00001aa010461_T001	MF	0016740	transferase activity	0.022390963761	0.326427162369	15	1
Sn00001aa010629_T001	MF	0004364	glutathione transferase activity	10.1453122205	0.767186781819	1	4
Sn00001aa010667_T001	MF	0048040	UDP-glucuronate decarboxylase activity	12.1955553362	0.811769404495	1	99
Sn00001aa010667_T001	BP	0042732	D-xylose metabolic process	10.3734647691	0.772358179299	1	99
Sn00001aa010667_T001	CC	0005737	cytoplasm	1.37760427747	0.475123255708	1	90
Sn00001aa010667_T001	BP	0033320	UDP-D-xylose biosynthetic process	9.84106435679	0.760199235429	2	78
Sn00001aa010667_T001	MF	0070403	NAD+ binding	9.14764132901	0.743858386058	2	99
Sn00001aa010667_T001	MF	0008460	dTDP-glucose 4,6-dehydratase activity	0.12695447461	0.356435734907	18	1
Sn00001aa011082_T002	MF	0004672	protein kinase activity	5.25097939	0.637426026211	1	1
Sn00001aa011082_T002	CC	0016020	membrane	0.920866938053	0.444036551162	1	1
Sn00001aa011082_T002	MF	0005524	ATP binding	3.04960863082	0.558264628345	6	1
Sn00001aa011441_T001	MF	0004048	anthranilate phosphoribosyltransferase activity	11.6453887363	0.800199946057	1	4
Sn00001aa011441_T001	BP	0000162	tryptophan biosynthetic process	8.61445125111	0.730867596498	1	4
Sn00001aa011441_T001	CC	0005829	cytosol	1.05163108335	0.453601243096	1	1
Sn00001aa012896_T001	BP	0042744	hydrogen peroxide catabolic process	8.89489158058	0.737748906001	1	92
Sn00001aa012896_T001	MF	0140825	lactoperoxidase activity	8.00697267813	0.715566554068	1	64
Sn00001aa012896_T001	CC	0005576	extracellular region	4.80750744577	0.623065940043	1	89
Sn00001aa012896_T001	CC	0016020	membrane	0.0247515023098	0.327543749982	2	3
Sn00001aa012896_T001	BP	0098869	cellular oxidant detoxification	6.99553158029	0.688740456369	4	100
Sn00001aa012896_T001	MF	0020037	heme binding	5.03446527408	0.630494157026	5	92
Sn00001aa012896_T001	BP	0006979	response to oxidative stress	6.77943109007	0.682762186484	7	92
Sn00001aa012896_T001	MF	0046872	metal ion binding	2.28943488622	0.52440035795	8	92
Sn00001aa014103_T002	MF	0003849	3-deoxy-7-phosphoheptulonate synthase activity	11.4761218811	0.796585694713	1	100
Sn00001aa014103_T002	BP	0009423	chorismate biosynthetic process	6.91414390782	0.6864999117	1	79
Sn00001aa014103_T002	CC	0009507	chloroplast	5.99409372395	0.660190812463	1	100
Sn00001aa014103_T002	BP	0009073	aromatic amino acid family biosynthetic process	6.68396113581	0.680090756392	2	100
Sn00001aa014103_T002	BP	0008652	amino acid biosynthetic process	4.9213463564	0.626813244195	7	100
Sn00001aa014328_T001	MF	0016157	sucrose synthase activity	14.3375001733	0.846857717424	1	100
Sn00001aa014328_T001	BP	0005985	sucrose metabolic process	11.6605659063	0.800522727823	1	100
Sn00001aa014328_T001	BP	0010555	response to mannitol	3.80797460806	0.588043750559	5	19
Sn00001aa014328_T001	BP	0010431	seed maturation	3.21068118892	0.564874787274	6	19
Sn00001aa014328_T001	BP	0009414	response to water deprivation	2.56190492381	0.537106419845	7	19
Sn00001aa014328_T001	BP	0005982	starch metabolic process	2.53631992137	0.535943020122	9	19
Sn00001aa014328_T001	BP	0009987	cellular process	0.410477365845	0.397727472949	35	100
Sn00001aa014488_T001	CC	0009707	chloroplast outer membrane	10.9530347016	0.785244762467	1	51
Sn00001aa014488_T001	MF	0015171	amino acid transmembrane transporter activity	6.68504548475	0.680121205257	1	51
Sn00001aa014488_T001	BP	0003333	amino acid transmembrane transport	6.37710223291	0.671372471643	1	51
Sn00001aa014825_T001	MF	0140662	ATP-dependent protein folding chaperone	8.53760247227	0.728962435795	1	100
Sn00001aa014825_T001	BP	0006457	protein folding	6.54920998283	0.676287481001	1	100
Sn00001aa014825_T001	CC	0005737	cytoplasm	0.208073410476	0.370933073581	1	13
Sn00001aa014825_T001	MF	0005524	ATP binding	3.05184637495	0.558357641708	4	100
Sn00001aa014825_T001	BP	0009408	response to heat	1.69918820674	0.493972430455	6	18
Sn00001aa014825_T001	MF	0031072	heat shock protein binding	1.37417903882	0.474911255922	18	13
Sn00001aa014825_T001	MF	0016887	ATP hydrolysis activity	0.622262029991	0.419238968342	21	13
Sn00001aa018414_T003	MF	0004807	triose-phosphate isomerase activity	11.2343545839	0.791376840488	1	3
Sn00001aa018414_T003	BP	0006096	glycolytic process	7.61855465735	0.705477110852	1	3
Sn00001aa018414_T003	CC	0005829	cytosol	1.30660664311	0.470673612725	1	1
Sn00001aa018414_T003	BP	0046166	glyceraldehyde-3-phosphate biosynthetic process	4.25921916923	0.6043619564	41	1
Sn00001aa018414_T003	BP	0019563	glycerol catabolic process	3.67268495283	0.582964916524	50	1
Sn00001aa018414_T003	BP	0006094	gluconeogenesis	3.05483922228	0.558481988165	62	1
Sn00001aa021034_T002	MF	0015369	calcium:proton antiporter activity	11.4127562015	0.795225835717	1	34
Sn00001aa021034_T002	BP	0055074	calcium ion homeostasis	8.83989363451	0.736408039179	1	35
Sn00001aa021034_T002	CC	0012505	endomembrane system	4.50321983478	0.612825889703	1	36
Sn00001aa021034_T002	BP	0070588	calcium ion transmembrane transport	8.75284022908	0.734277095134	2	40
Sn00001aa021034_T002	CC	0005774	vacuolar membrane	3.98586536893	0.594586458821	2	18
Sn00001aa021034_T002	BP	0030003	intracellular monoatomic cation homeostasis	6.56746974843	0.676805129506	6	34
Sn00001aa021034_T002	MF	0005509	calcium ion binding	6.53198763714	0.675798580748	8	36
Sn00001aa021034_T002	CC	0000325	plant-type vacuole	0.326394105497	0.387654083576	13	1
Sn00001aa021034_T002	CC	0009506	plasmodesma	0.29253205896	0.383233210175	14	1
Sn00001aa021034_T002	BP	1902600	proton transmembrane transport	4.22214604248	0.603054946162	17	34
Sn00001aa021034_T002	CC	0005886	plasma membrane	0.155726507445	0.36199911156	19	2
Sn00001aa021034_T002	MF	0005432	calcium:sodium antiporter activity	0.606302145889	0.417760569581	24	2
Sn00001aa021034_T002	BP	0071472	cellular response to salt stress	0.798081885703	0.434415042765	26	2
Sn00001aa021034_T002	MF	0003729	mRNA binding	0.229663210246	0.374284471315	26	2
Sn00001aa021034_T002	BP	0006814	sodium ion transport	0.673402563641	0.423852730499	27	3
Sn00001aa021863_T001	MF	0004869	cysteine-type endopeptidase inhibitor activity	12.2419856169	0.812733731597	1	99
Sn00001aa021863_T001	BP	0006952	defense response	1.90676434847	0.505200346706	1	25
Sn00001aa021863_T001	CC	0005576	extracellular region	0.0618929641167	0.340823286647	1	1
Sn00001aa021863_T001	CC	0016020	membrane	0.0325078203307	0.330879451414	2	4
Sn00001aa021863_T001	MF	0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0.0925170652252	0.348864929376	10	2
Sn00001aa021863_T001	MF	0004497	monooxygenase activity	0.0916314592338	0.348653039944	11	2
Sn00001aa021863_T001	MF	0005506	iron ion binding	0.0885163232874	0.347899458151	12	2
Sn00001aa021863_T001	MF	0020037	heme binding	0.0760008387035	0.344729098446	13	2
Sn00001aa021927_T001	MF	0005200	structural constituent of cytoskeleton	9.60055222102	0.754598684703	1	94
Sn00001aa021927_T001	CC	0005874	microtubule	7.77515461043	0.709575160584	1	100
Sn00001aa021927_T001	BP	0007017	microtubule-based process	7.16235397816	0.693292582811	1	100
Sn00001aa021927_T001	BP	0007010	cytoskeleton organization	6.3841189375	0.671574140441	2	94
Sn00001aa021927_T001	MF	0003924	GTPase activity	6.23212953901	0.667180670321	2	94
Sn00001aa021927_T001	MF	0005525	GTP binding	5.98811835094	0.660013578009	3	100
Sn00001aa021927_T001	BP	0000278	mitotic cell cycle	0.944931279598	0.445845400084	7	12
Sn00001aa021927_T001	CC	0005737	cytoplasm	0.277088450656	0.3811321064	13	18
Sn00001aa021927_T001	MF	0046872	metal ion binding	0.222857651899	0.373245727725	26	9
Sn00001aa021927_T001	MF	0016757	glycosyltransferase activity	0.0545808617666	0.338622418721	28	1
Sn00001aa022808_T001	BP	0033356	UDP-L-arabinose metabolic process	15.6652006171	0.854728512549	1	100
Sn00001aa022808_T001	MF	0052691	UDP-arabinopyranose mutase activity	14.9157296824	0.85032849552	1	92
Sn00001aa022808_T001	CC	0009505	plant-type cell wall	7.95416619917	0.71420946771	1	65
Sn00001aa022808_T001	BP	0071669	plant-type cell wall organization or biogenesis	11.5239635627	0.797609915452	2	100
Sn00001aa022808_T001	CC	0005794	Golgi apparatus	6.47763675014	0.674251450692	3	100
Sn00001aa022808_T001	BP	0071555	cell wall organization	6.56568856653	0.676754666246	5	100
Sn00001aa022808_T001	MF	0005515	protein binding	0.0472176147004	0.336251400277	5	1
Sn00001aa022808_T001	CC	0005829	cytosol	3.61598906308	0.580808750416	6	100
Sn00001aa022808_T001	MF	0016740	transferase activity	0.0465936978235	0.336042252551	6	2
Sn00001aa022808_T001	BP	0042546	cell wall biogenesis	6.24972042786	0.667691881134	7	94
Sn00001aa022808_T001	CC	0009506	plasmodesma	0.122360878527	0.355491134034	14	1
Sn00001aa022808_T001	CC	0005576	extracellular region	0.057544021771	0.33953106247	19	1
Sn00001aa022808_T001	BP	0030244	cellulose biosynthetic process	0.122209739629	0.355459755998	23	1
Sn00001aa022890_T001	BP	0019722	calcium-mediated signaling	10.6204564026	0.777892885782	1	100
Sn00001aa022890_T001	MF	0019900	kinase binding	9.4282406641	0.750542993722	1	100
Sn00001aa022890_T001	CC	0016020	membrane	0.91205999853	0.443368660596	1	99
Sn00001aa022890_T001	MF	0005509	calcium ion binding	6.92299029817	0.686744083027	3	100
Sn00001aa023222_T002	MF	0008017	microtubule binding	6.66352623788	0.679516475377	1	54
Sn00001aa023222_T002	CC	0005874	microtubule	6.04523499455	0.661704105298	1	54
Sn00001aa023222_T002	MF	0003924	GTPase activity	6.63042953564	0.678584489003	2	70
Sn00001aa023222_T002	MF	0005525	GTP binding	5.9881032243	0.660013129228	4	70
Sn00001aa023222_T002	CC	0005737	cytoplasm	1.53840152613	0.484794921948	10	70
Sn00001aa023222_T002	CC	0016020	membrane	0.716505764486	0.427606955429	14	54
Sn00001aa023222_T002	MF	0004842	ubiquitin-protein transferase activity	0.0846375637687	0.346942361942	28	1
Sn00001aa023333_T004	MF	0051903	S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity	10.402872218	0.773020585803	1	87
Sn00001aa023333_T004	BP	0046294	formaldehyde catabolic process	9.56546103425	0.753775714778	1	87
Sn00001aa023333_T004	CC	0005829	cytosol	3.14573609314	0.562229959191	1	87
Sn00001aa023333_T004	MF	0008270	zinc ion binding	4.92213640998	0.626839098554	4	97
Sn00001aa023333_T004	MF	0004022	alcohol dehydrogenase (NAD+) activity	1.05826704658	0.454070299838	11	10
Sn00001aa023333_T004	BP	0034059	response to anoxia	0.197972787077	0.369305481105	22	1
Sn00001aa024444_T001	MF	0003997	acyl-CoA oxidase activity	12.9263793377	0.826741543013	1	100
Sn00001aa024444_T001	BP	0033540	fatty acid beta-oxidation using acyl-CoA oxidase	10.6059995163	0.777570713876	1	81
Sn00001aa024444_T001	CC	0005777	peroxisome	8.44859028844	0.726744982194	1	100
Sn00001aa024444_T001	MF	0005504	fatty acid binding	9.13091548803	0.743456716724	3	81
Sn00001aa024444_T001	MF	0071949	FAD binding	7.71942936898	0.708121662982	4	100
Sn00001aa024444_T001	BP	0001676	long-chain fatty acid metabolic process	7.90293833953	0.712888639149	7	81
Sn00001aa024444_T001	BP	0055088	lipid homeostasis	7.38337410947	0.699242737463	8	70
Sn00001aa028066_T001	MF	0005085	guanyl-nucleotide exchange factor activity	5.86719954799	0.656407837215	1	31
Sn00001aa028066_T001	BP	0010224	response to UV-B	3.70056883077	0.584019245098	1	10
Sn00001aa028066_T001	CC	0000785	chromatin	1.85665228901	0.502548109608	1	10
Sn00001aa028066_T001	BP	0009649	entrainment of circadian clock	3.26343981862	0.567003702287	2	10
Sn00001aa028066_T001	CC	0005737	cytoplasm	1.26000805318	0.467687116624	3	37
Sn00001aa028066_T001	CC	0005634	nucleus	0.943083656696	0.445707341857	4	12
Sn00001aa028066_T001	MF	0042803	protein homodimerization activity	2.37578643899	0.528505273675	6	10
Sn00001aa028066_T001	MF	0003682	chromatin binding	2.1609502954	0.518146483962	7	10
Sn00001aa028066_T001	MF	0061630	ubiquitin protein ligase activity	0.625176093376	0.419506849028	11	3
