qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
Td00001aa000669_T001	MF	0035251	UDP-glucosyltransferase activity	10.0621390187	0.765287102965	1	48
Td00001aa000735_T001	MF	0042973	glucan endo-1,3-beta-D-glucosidase activity	6.51149039116	0.675215873312	1	33
Td00001aa000735_T001	BP	0005975	carbohydrate metabolic process	4.15446444936	0.600653949398	1	61
Td00001aa000735_T001	CC	0005886	plasma membrane	0.142341542175	0.359481314582	1	4
Td00001aa000735_T001	BP	0009987	cellular process	0.41044027735	0.397723270126	4	61
Td00001aa000735_T001	MF	0004523	RNA-DNA hybrid ribonuclease activity	0.126687322322	0.356381272082	8	1
Td00001aa000735_T001	MF	0003676	nucleic acid binding	0.029761504858	0.329749211512	18	1
Td00001aa000821_T001	MF	0042973	glucan endo-1,3-beta-D-glucosidase activity	7.23860717859	0.695355660001	1	55
Td00001aa000821_T001	BP	0005975	carbohydrate metabolic process	4.15481417353	0.600666405886	1	100
Td00001aa000821_T001	CC	0016020	membrane	0.30325025587	0.384658972445	1	31
Td00001aa000821_T001	CC	0071944	cell periphery	0.190531554601	0.368079684339	3	7
Td00001aa000821_T001	BP	0009987	cellular process	0.410474828346	0.397727185408	4	100
Td00001aa000821_T001	BP	0010150	leaf senescence	0.204546984161	0.370369416389	5	2
Td00001aa000911_T001	CC	0016020	membrane	0.889453206384	0.441639320607	1	96
Td00001aa000911_T001	MF	0016757	glycosyltransferase activity	0.375667201126	0.393695542742	1	7
Td00001aa000967_T002	CC	0005634	nucleus	3.47275511619	0.575284986695	1	14
Td00001aa000967_T002	MF	0003677	DNA binding	3.20519414094	0.564652373102	1	14
Td00001aa000967_T002	BP	0006325	chromatin organization	0.933462048297	0.44498619926	1	3
Td00001aa000967_T002	MF	0030527	structural constituent of chromatin	1.25997151406	0.467684753366	4	3
Td00001aa000967_T002	MF	0003682	chromatin binding	1.19391698759	0.463354970316	5	3
Td00001aa000967_T002	CC	0000785	chromatin	1.02579347273	0.451760684132	6	3
Td00001aa001138_T001	BP	0030245	cellulose catabolic process	10.2854684064	0.770370421899	1	100
Td00001aa001138_T001	MF	0008810	cellulase activity	6.59906117854	0.677699022505	1	56
Td00001aa001138_T001	CC	0016020	membrane	0.529193246392	0.410326712443	1	59
Td00001aa001138_T001	CC	0098827	endoplasmic reticulum subcompartment	0.22190737553	0.373099430367	3	3
Td00001aa001138_T001	CC	0005576	extracellular region	0.0598254172054	0.34021480908	11	1
Td00001aa001138_T001	BP	0140042	lipid droplet formation	0.463569968415	0.403560832421	16	3
Td00001aa001138_T001	BP	0006629	lipid metabolic process	0.14200246194	0.359416026767	29	3
Td00001aa001138_T001	BP	0071555	cell wall organization	0.0727594942279	0.343866201337	32	1
Td00001aa001268_T005	MF	0008422	beta-glucosidase activity	10.0974450008	0.766094448222	1	7
Td00001aa001268_T005	BP	0005975	carbohydrate metabolic process	4.15349250913	0.600619328043	1	7
Td00001aa001268_T005	BP	0009987	cellular process	0.410344254523	0.397712388056	4	7
Td00001aa001268_T005	MF	0102726	DIMBOA glucoside beta-D-glucosidase activity	4.00265837541	0.595196483	5	2
Td00001aa001507_T002	CC	0030126	COPI vesicle coat	11.5541979706	0.798256094059	1	100
Td00001aa001507_T002	BP	0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	10.6113494996	0.777689963904	1	100
Td00001aa001507_T002	BP	0006891	intra-Golgi vesicle-mediated transport	9.30759195897	0.747681188737	2	86
Td00001aa001507_T002	BP	0006886	intracellular protein transport	5.83741553964	0.655514003881	5	86
Td00001aa001507_T002	CC	0000139	Golgi membrane	7.85308318848	0.711599086981	11	100
Td00001aa001511_T001	MF	0004364	glutathione transferase activity	10.150695588	0.767309469325	1	100
Td00001aa001511_T001	BP	0006749	glutathione metabolic process	8.60535876161	0.730642628749	1	100
Td00001aa001511_T001	CC	0005737	cytoplasm	1.3427441032	0.472953165312	1	88
Td00001aa001511_T001	MF	0004462	lactoylglutathione lyase activity	0.179993931597	0.366302104344	5	2
Td00001aa001511_T001	BP	0009407	toxin catabolic process	0.11194580152	0.353281455426	7	1
Td00001aa001511_T001	BP	0006952	defense response	0.104833313021	0.351712816675	8	1
Td00001aa001541_T001	MF	0016787	hydrolase activity	2.2529009937	0.522640362866	1	7
Td00001aa001592_T001	BP	0043450	alkene biosynthetic process	9.05235152509	0.741565069899	1	36
Td00001aa001592_T001	MF	0031418	L-ascorbic acid binding	6.87430386478	0.68539833642	1	36
Td00001aa001592_T001	BP	0009692	ethylene metabolic process	9.05215316086	0.741560283359	3	36
Td00001aa001592_T001	MF	0016491	oxidoreductase activity	3.02806163877	0.557367260746	7	64
Td00001aa001592_T001	BP	0009835	fruit ripening	8.26516455517	0.722138372605	8	33
Td00001aa001592_T001	MF	0046872	metal ion binding	2.47633402698	0.533192120967	8	64
Td00001aa001700_T002	BP	0009734	auxin-activated signaling pathway	11.178947344	0.79017522492	1	100
Td00001aa001700_T002	CC	0016020	membrane	0.921530337826	0.444086731699	1	100
Td00001aa001700_T002	CC	0009506	plasmodesma	0.849992025579	0.438567157567	2	7
Td00001aa001700_T002	CC	0071944	cell periphery	0.179700340616	0.366251843752	8	7
Td00001aa001700_T002	BP	0006811	monoatomic ion transport	0.232701759277	0.374743275901	20	6
Td00001aa001759_T002	CC	0005802	trans-Golgi network	7.32648375331	0.697719783256	1	76
Td00001aa001759_T002	MF	0008168	methyltransferase activity	5.31593586538	0.639477670234	1	100
Td00001aa001759_T002	BP	0032259	methylation	5.07408033781	0.63177344546	1	100
Td00001aa001759_T002	CC	0005768	endosome	5.59777571111	0.648237667845	3	76
Td00001aa001759_T002	BP	0009987	cellular process	0.41047652681	0.397727377872	3	100
Td00001aa001759_T002	MF	0016301	kinase activity	0.144043272086	0.359807804049	5	3
Td00001aa001759_T002	MF	0016829	lyase activity	0.0423826675729	0.334592398294	7	1
Td00001aa001759_T002	CC	0016020	membrane	0.895531116354	0.442106398495	15	97
Td00001aa001768_T001	CC	1990904	ribonucleoprotein complex	4.47689626462	0.611923994868	1	100
Td00001aa001768_T001	MF	0003735	structural constituent of ribosome	3.82842538793	0.588803582503	1	100
Td00001aa001768_T001	BP	0006412	translation	3.30243903976	0.568566357031	1	100
Td00001aa001768_T001	CC	0005840	ribosome	3.35509194186	0.570661534087	2	100
Td00001aa001768_T001	MF	0003723	RNA binding	0.0333110444444	0.331200907201	3	1
Td00001aa001768_T001	BP	0042254	ribosome biogenesis	0.801087724113	0.434659087912	8	14
Td00001aa001768_T001	CC	0005829	cytosol	0.505790863511	0.407964752007	13	14
Td00001aa001768_T001	BP	0009451	RNA modification	0.0560799151079	0.339085099875	14	1
Td00001aa001856_T001	BP	0005983	starch catabolic process	15.6345510198	0.854550665496	1	4
Td00001aa001856_T001	MF	0004556	alpha-amylase activity	11.4841739829	0.7967582277	1	4
Td00001aa001856_T001	CC	0005576	extracellular region	1.40270917068	0.476669106394	1	1
Td00001aa001856_T001	MF	0005509	calcium ion binding	6.92102037973	0.686689724347	3	4
Td00001aa001856_T001	BP	0005987	sucrose catabolic process	3.38052967949	0.57166786783	11	1
Td00001aa001856_T001	BP	0009987	cellular process	0.410354152116	0.397713509789	20	4
Td00001aa002093_T001	MF	0004842	ubiquitin-protein transferase activity	7.80057944672	0.710236593291	1	2
Td00001aa002186_T003	MF	0016491	oxidoreductase activity	1.52954139321	0.484275561741	1	3
Td00001aa002186_T003	CC	0016020	membrane	0.455470869907	0.40269342105	1	2
Td00001aa002280_T001	CC	0012505	endomembrane system	4.88081148417	0.625483951833	1	74
Td00001aa002280_T001	CC	0016020	membrane	0.92151179152	0.444085329074	2	74
Td00001aa002316_T001	CC	0009505	plant-type cell wall	7.76510345847	0.709313379437	1	34
Td00001aa002316_T001	MF	0004557	alpha-galactosidase activity	6.76147538479	0.682261195035	1	32
Td00001aa002316_T001	BP	0005975	carbohydrate metabolic process	4.15473172897	0.60066346942	1	51
Td00001aa002316_T001	CC	0005576	extracellular region	0.125812314187	0.356202485887	5	2
Td00001aa002316_T001	BP	0009057	macromolecule catabolic process	0.794558735123	0.434128411081	6	7
Td00001aa002316_T001	CC	0016020	membrane	0.0302601451057	0.329958183816	6	2
Td00001aa002316_T001	BP	0009987	cellular process	0.410466683236	0.397726262428	9	51
Td00001aa002372_T002	CC	0009501	amyloplast	13.6741452489	0.841628813948	1	94
Td00001aa002372_T002	BP	0019252	starch biosynthetic process	13.117646633	0.830589597415	1	100
Td00001aa002372_T002	MF	0004373	alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity	12.0984033086	0.809745662184	1	100
Td00001aa002372_T002	CC	0009507	chloroplast	5.63378967283	0.649340991502	2	93
Td00001aa002372_T002	CC	0043036	starch grain	0.134837727421	0.358017813165	11	1
Td00001aa002603_T003	MF	0003978	UDP-glucose 4-epimerase activity	11.1964471629	0.790555064184	1	1
Td00001aa002603_T003	BP	0005996	monosaccharide metabolic process	6.56950591218	0.67686280836	1	1
Td00001aa002603_T003	CC	0005829	cytosol	3.60946287568	0.580559475434	1	1
Td00001aa002603_T003	BP	0009987	cellular process	0.409733731994	0.397643168985	6	1
Td00001aa002733_T002	BP	0006334	nucleosome assembly	10.7690544183	0.781191768096	1	22
Td00001aa002733_T002	MF	0031492	nucleosomal DNA binding	10.4346954799	0.773736354871	1	18
Td00001aa002733_T002	CC	0000786	nucleosome	9.56433942877	0.753749385648	1	22
Td00001aa002733_T002	MF	0030527	structural constituent of chromatin	9.27473245195	0.746898547345	2	22
Td00001aa002733_T002	BP	0045910	negative regulation of DNA recombination	9.40828426767	0.750070894364	3	18
Td00001aa002733_T002	CC	0005634	nucleus	3.47337659639	0.575309197399	5	22
Td00001aa002733_T002	MF	0003690	double-stranded DNA binding	4.71549179692	0.62000445949	7	18
Td00001aa002733_T002	BP	0030261	chromosome condensation	7.77501744633	0.709571589299	8	18
Td00001aa002733_T002	BP	0048523	negative regulation of cellular process	4.23344073805	0.603453745446	19	18
Td00001aa002742_T001	BP	0045493	xylan catabolic process	9.77300255622	0.758621363028	1	10
Td00001aa002742_T001	MF	0004568	chitinase activity	5.07150880678	0.631690554961	1	5
Td00001aa002742_T001	CC	0005576	extracellular region	4.03718835008	0.596446813988	1	8
Td00001aa002742_T001	MF	0004857	enzyme inhibitor activity	2.50573248985	0.534544421975	4	3
Td00001aa002742_T001	BP	0050832	defense response to fungus	3.50000924938	0.576344685214	16	3
Td00001aa002847_T001	MF	0003735	structural constituent of ribosome	3.7616454502	0.586314846008	1	1
Td00001aa002847_T001	CC	0005840	ribosome	3.29656844767	0.568331721242	1	1
Td00001aa002847_T001	BP	0006412	translation	3.24483397995	0.566254897856	1	1
Td00001aa003164_T002	MF	0003843	1,3-beta-D-glucan synthase activity	13.9314595501	0.844378480291	1	100
Td00001aa003164_T002	CC	0000148	1,3-beta-D-glucan synthase complex	13.5477473063	0.839141482642	1	100
Td00001aa003164_T002	BP	0006075	(1->3)-beta-D-glucan biosynthetic process	13.1746300407	0.831730598859	1	100
Td00001aa003164_T002	CC	0005886	plasma membrane	2.54972906051	0.536553487729	5	100
Td00001aa003164_T002	BP	0008360	regulation of cell shape	6.83573277262	0.684328802219	7	100
Td00001aa003164_T002	MF	0003677	DNA binding	0.0902727797687	0.34832596276	9	3
Td00001aa003277_T001	MF	0030246	carbohydrate binding	7.0854175091	0.691199858682	1	1
Td00001aa003331_T001	MF	0016787	hydrolase activity	2.20780218676	0.520447959007	1	98
Td00001aa003331_T001	CC	0005737	cytoplasm	1.46622741678	0.480519598672	1	96
Td00001aa003350_T001	MF	0061749	forked DNA-dependent helicase activity	12.314993496	0.814246367345	1	60
Td00001aa003350_T001	CC	0042555	MCM complex	11.2010687121	0.790655326856	1	97
Td00001aa003350_T001	BP	0006268	DNA unwinding involved in DNA replication	9.48598155278	0.751906136493	1	97
Td00001aa003350_T001	MF	0036121	double-stranded DNA helicase activity	11.880175927	0.805170003373	2	60
Td00001aa003350_T001	BP	0006270	DNA replication initiation	9.2093259589	0.745336570843	2	97
Td00001aa003350_T001	CC	0005634	nucleus	3.37426237611	0.571420281655	2	97
Td00001aa003350_T001	MF	0140584	chromatin extrusion motor activity	11.7354143817	0.802111510547	3	43
Td00001aa003350_T001	BP	0000727	double-strand break repair via break-induced replication	8.96310892967	0.739406319357	3	76
Td00001aa003350_T001	MF	0140665	ATP-dependent H3-H4 histone complex chaperone activity	10.5234385383	0.775726618823	4	43
Td00001aa003350_T001	BP	0140588	chromatin looping	8.14129386959	0.718998472486	4	43
Td00001aa003350_T001	MF	0003688	DNA replication origin binding	10.5216482963	0.775686551716	5	97
Td00001aa003350_T001	MF	0017116	single-stranded DNA helicase activity	10.303200431	0.770771654164	6	92
Td00001aa003350_T001	MF	0043138	3'-5' DNA helicase activity	8.74200297662	0.734011074206	9	92
Td00001aa003350_T001	MF	0003697	single-stranded DNA binding	6.43208315774	0.672949733873	12	76
Td00001aa003350_T001	MF	0140849	ATP-dependent H2AZ histone chaperone activity	6.40716171325	0.672235640023	13	43
Td00001aa003350_T001	MF	0009378	four-way junction helicase activity	6.22450409812	0.666958842378	16	60
Td00001aa003350_T001	MF	0061775	cohesin loader activity	5.69875321804	0.65132233345	20	43
Td00001aa003350_T001	MF	0003689	DNA clamp loader activity	5.36477245773	0.641011927111	21	43
Td00001aa003350_T001	BP	0006338	chromatin remodeling	3.08389072453	0.559685865296	23	43
Td00001aa003350_T001	MF	0005524	ATP binding	2.96426515754	0.554691441628	31	97
Td00001aa003350_T001	MF	0016787	hydrolase activity	2.18885067977	0.519519986118	43	97
Td00001aa003400_T002	BP	0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	12.1500106783	0.81082168609	1	80
Td00001aa003400_T002	MF	0004143	ATP-dependent diacylglycerol kinase activity	11.1788233278	0.790172532048	1	80
Td00001aa003400_T002	CC	0016020	membrane	0.72853391676	0.428634295933	1	65
Td00001aa003400_T002	BP	0006952	defense response	4.13563350753	0.599982452348	3	42
Td00001aa003400_T002	MF	0005524	ATP binding	2.977645709	0.555255031058	6	80
Td00001aa003400_T002	BP	0046486	glycerolipid metabolic process	0.941560651027	0.445593437988	13	9
Td00001aa003400_T002	BP	0035556	intracellular signal transduction	0.6338205458	0.420297854305	14	9
Td00001aa003426_T001	BP	0009651	response to salt stress	10.7958947397	0.781785192217	1	1
Td00001aa003426_T001	MF	0051082	unfolded protein binding	7.72854410118	0.7083597632	1	1
Td00001aa003426_T001	BP	0042542	response to hydrogen peroxide	10.2170275526	0.768818519962	2	1
Td00001aa003426_T001	BP	0051259	protein complex oligomerization	8.71509506292	0.733349854561	5	1
Td00001aa003426_T001	BP	0009408	response to heat	8.39884428741	0.72550062983	6	1
Td00001aa003426_T001	BP	0006457	protein folding	6.52961039688	0.675731046116	11	1
Td00001aa003480_T001	CC	0005886	plasma membrane	2.41706556969	0.530441201575	1	20
Td00001aa003480_T001	BP	0009409	response to cold	0.59298615276	0.416512122679	1	2
Td00001aa003480_T001	CC	0005737	cytoplasm	1.45837237734	0.480048005881	3	20
Td00001aa003491_T001	BP	0043450	alkene biosynthetic process	12.4199368649	0.816412835212	1	43
Td00001aa003491_T001	MF	0031418	L-ascorbic acid binding	9.4316288706	0.750623097343	1	43
Td00001aa003491_T001	BP	0009692	ethylene metabolic process	12.4196647068	0.816407228598	3	43
Td00001aa003491_T001	MF	0016491	oxidoreductase activity	3.02804232624	0.557366455007	7	52
Td00001aa003491_T001	BP	0009835	fruit ripening	10.6979056927	0.779615122559	8	37
Td00001aa003491_T001	MF	0046872	metal ion binding	2.47631823328	0.533191392322	8	52
Td00001aa003563_T002	MF	0008143	poly(A) binding	11.3009408023	0.792816980828	1	93
Td00001aa003563_T002	CC	0016607	nuclear speck	0.0869592710604	0.347517820941	1	1
Td00001aa003586_T003	MF	0009044	xylan 1,4-beta-xylosidase activity	12.8945947279	0.826099325309	1	100
Td00001aa003586_T003	BP	0031222	arabinan catabolic process	11.0931345252	0.788308311467	1	86
Td00001aa003586_T003	CC	0009505	plant-type cell wall	9.43216245634	0.75063571101	1	77
Td00001aa003586_T003	BP	0045493	xylan catabolic process	10.5318933459	0.775915798427	3	100
Td00001aa003586_T003	MF	0046556	alpha-L-arabinofuranosidase activity	10.1618429223	0.767563414848	3	86
Td00001aa003586_T003	CC	0016020	membrane	0.0105571782246	0.31961902848	6	1
Td00001aa003648_T002	MF	0022857	transmembrane transporter activity	3.25919171192	0.566832922828	1	100
Td00001aa003648_T002	BP	0055085	transmembrane transport	2.72915520141	0.544572650124	1	100
Td00001aa003648_T002	CC	0016020	membrane	0.921543449728	0.44408772332	1	100
Td00001aa003648_T002	MF	0003924	GTPase activity	0.0617233407643	0.340773753094	3	1
Td00001aa003648_T002	MF	0005525	GTP binding	0.0557438600106	0.338981919876	4	1
Td00001aa003659_T005	CC	0000502	proteasome complex	8.44432587229	0.726638455392	1	6
Td00001aa003659_T005	MF	0016887	ATP hydrolysis activity	4.59976794475	0.616111450608	1	6
Td00001aa003659_T005	BP	1901800	positive regulation of proteasomal protein catabolic process	1.22272813914	0.46525785956	1	1
Td00001aa003659_T005	MF	0005524	ATP binding	3.05120347004	0.558330922419	7	6
Td00001aa003659_T005	CC	0005622	intracellular anatomical structure	0.118887533404	0.35476506389	10	1
Td00001aa003659_T005	BP	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	1.01688173713	0.451120484698	11	1
Td00001aa003659_T005	MF	0036402	proteasome-activating activity	1.39540834701	0.476220989959	22	1
Td00001aa003659_T005	BP	0048522	positive regulation of cellular process	0.706716273997	0.426764439839	22	1
Td00001aa003659_T005	BP	0009987	cellular process	0.0496644144066	0.337058566648	37	1
Td00001aa003768_T001	CC	0010008	endosome membrane	8.42724447079	0.726211485333	1	100
Td00001aa003768_T001	BP	0072657	protein localization to membrane	6.38153615937	0.671499921087	1	87
Td00001aa003768_T001	MF	0003924	GTPase activity	0.0626463316162	0.341042469857	1	1
Td00001aa003768_T001	CC	0000139	Golgi membrane	7.85325600443	0.711603564093	2	100
Td00001aa003768_T001	MF	0005525	GTP binding	0.0565774356435	0.339237289106	2	1
Td00001aa003768_T001	BP	0009558	embryo sac cellularization	0.187951040323	0.367649021447	9	1
Td00001aa003768_T001	BP	0009960	endosperm development	0.154444653273	0.361762797011	10	1
Td00001aa003768_T001	BP	0009793	embryo development ending in seed dormancy	0.127226760598	0.356491185377	15	1
Td00001aa003911_T001	MF	0003924	GTPase activity	6.63034633219	0.678582143109	1	100
Td00001aa003911_T001	CC	0005794	Golgi apparatus	6.41251679864	0.672389200503	1	99
Td00001aa003911_T001	BP	0016192	vesicle-mediated transport	5.99441965982	0.660200477447	1	99
Td00001aa003911_T001	MF	0005525	GTP binding	5.98802808122	0.660010899858	2	100
Td00001aa003911_T001	BP	0015031	protein transport	5.393525289	0.641911965104	2	99
Td00001aa003911_T001	BP	0046907	intracellular transport	0.60391258384	0.41753755209	13	10
Td00001aa004040_T001	BP	0009415	response to water	12.8206167871	0.824601506582	1	22
Td00001aa004040_T001	CC	0005829	cytosol	2.3971684856	0.529510140048	1	16
Td00001aa004040_T001	BP	0009631	cold acclimation	12.7117104966	0.822388613811	2	19
Td00001aa004040_T001	CC	0016020	membrane	0.768993283326	0.432029164578	3	19
Td00001aa004040_T001	BP	0009737	response to abscisic acid	10.0040754385	0.763956271197	4	19
Td00001aa004055_T001	BP	0098542	defense response to other organism	7.28554492461	0.696620189665	1	1
Td00001aa004055_T001	CC	0016020	membrane	0.919247175842	0.443913953964	1	1
Td00001aa004234_T001	MF	0015267	channel activity	6.15300224238	0.664872170491	1	8
Td00001aa004234_T001	BP	0055085	transmembrane transport	2.72855968682	0.544546478022	1	8
Td00001aa004234_T001	CC	0005886	plasma membrane	1.60737408573	0.488787838122	1	5
Td00001aa004249_T001	BP	0009800	cinnamic acid biosynthetic process	13.060265242	0.82943811993	1	84
Td00001aa004249_T001	MF	0045548	phenylalanine ammonia-lyase activity	11.3936102259	0.794814211318	1	73
Td00001aa004249_T001	CC	0005737	cytoplasm	1.53840976734	0.484795404331	1	100
Td00001aa004249_T001	CC	0016020	membrane	0.00847895000017	0.318070192295	4	1
Td00001aa004249_T001	BP	0006559	L-phenylalanine catabolic process	10.5261143411	0.775786499168	5	100
Td00001aa004249_T001	MF	0052883	tyrosine ammonia-lyase activity	0.225851991533	0.373704685142	6	1
Td00001aa004249_T001	BP	0016598	protein arginylation	0.247874740541	0.376990753695	42	1
Td00001aa004249_T001	BP	0046898	response to cycloheximide	0.203214687988	0.370155201439	43	1
Td00001aa004249_T001	BP	0009739	response to gibberellin	0.137621668768	0.35856541699	44	1
Td00001aa004274_T001	MF	0015038	glutathione disulfide oxidoreductase activity	11.5129707291	0.797374763309	1	15
Td00001aa004274_T001	BP	0034599	cellular response to oxidative stress	8.60481165757	0.730629088428	1	15
Td00001aa004274_T001	CC	0005737	cytoplasm	1.53779811425	0.484759598896	1	15
Td00001aa004295_T001	BP	0000302	response to reactive oxygen species	7.28027156782	0.696478325939	1	18
Td00001aa004295_T001	CC	0005737	cytoplasm	1.25893787684	0.467617886111	1	18
Td00001aa004295_T001	MF	0016491	oxidoreductase activity	0.127891910961	0.35662639285	1	1
Td00001aa004295_T001	BP	0006629	lipid metabolic process	3.4988261967	0.576298771459	6	18
Td00001aa004295_T001	BP	0009987	cellular process	0.335908514266	0.388854457057	10	18
Td00001aa004529_T003	MF	0009882	blue light photoreceptor activity	13.3357279181	0.834943043449	1	100
Td00001aa004529_T003	BP	0009785	blue light signaling pathway	12.8988728298	0.826185811721	1	100
Td00001aa004529_T003	CC	0005634	nucleus	2.95813312867	0.554432735293	1	86
Td00001aa004529_T003	MF	0003904	deoxyribodipyrimidine photo-lyase activity	10.6688087465	0.778968828361	3	86
Td00001aa004529_T003	BP	0043153	entrainment of circadian clock by photoperiod	11.5400891622	0.797954661824	4	86
Td00001aa004529_T003	MF	0071949	FAD binding	6.57320577762	0.676967592382	5	86
Td00001aa004529_T003	CC	0005737	cytoplasm	1.30997784881	0.470887590949	6	86
Td00001aa004529_T003	BP	0032922	circadian regulation of gene expression	10.500004889	0.775201884241	9	86
Td00001aa004529_T003	CC	0070013	intracellular organelle lumen	0.108422261817	0.352510782077	11	2
Td00001aa004529_T003	MF	0003677	DNA binding	2.73022158341	0.544619509111	13	86
Td00001aa004529_T003	BP	0006950	response to stress	4.24310071097	0.60379440318	21	100
Td00001aa004529_T003	MF	0042803	protein homodimerization activity	0.188681145493	0.367771167245	24	2
Td00001aa004529_T003	MF	0004672	protein kinase activity	0.102597638929	0.351208817717	27	2
Td00001aa004529_T003	MF	0005524	ATP binding	0.059585578602	0.340143548596	33	2
Td00001aa004529_T003	BP	0006139	nucleobase-containing compound metabolic process	2.29681224744	0.524754049009	35	100
Td00001aa004529_T003	BP	1902448	positive regulation of shade avoidance	0.434421371061	0.400402262998	38	2
Td00001aa004529_T003	BP	0071000	response to magnetism	0.415490159944	0.398293780037	40	2
Td00001aa004529_T003	BP	0010617	circadian regulation of calcium ion oscillation	0.409085153244	0.397569578707	42	2
Td00001aa004529_T003	BP	1901332	negative regulation of lateral root development	0.400508449518	0.396590889981	43	2
Td00001aa004529_T003	BP	0010117	photoprotection	0.394792110331	0.395932767435	44	2
Td00001aa004529_T003	BP	1902347	response to strigolactone	0.392581759958	0.395677013297	45	2
Td00001aa004529_T003	BP	1901672	positive regulation of systemic acquired resistance	0.387713207504	0.395111133509	46	2
Td00001aa004529_T003	BP	0010244	response to low fluence blue light stimulus by blue low-fluence system	0.380634304676	0.394281963982	47	2
Td00001aa004529_T003	BP	2000652	regulation of secondary cell wall biogenesis	0.368982477764	0.392900183322	49	2
Td00001aa004529_T003	BP	0010310	regulation of hydrogen peroxide metabolic process	0.345898915516	0.390096725182	52	2
Td00001aa004529_T003	BP	0009646	response to absence of light	0.336004663325	0.388866500207	53	2
Td00001aa004529_T003	BP	0010118	stomatal movement	0.331047960175	0.388243386251	54	2
Td00001aa004529_T003	BP	0010218	response to far red light	0.330164893667	0.388131886349	55	2
Td00001aa004529_T003	BP	1901371	regulation of leaf morphogenesis	0.32880716026	0.387960161614	56	2
Td00001aa004529_T003	BP	1900426	positive regulation of defense response to bacterium	0.319035239549	0.386713612997	58	2
Td00001aa004529_T003	BP	0010075	regulation of meristem growth	0.318170253015	0.386602357543	60	2
Td00001aa004529_T003	BP	0009638	phototropism	0.315654756171	0.386277949536	63	2
