baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Td00001aa000029	0	NA	NA	NA	NA	NA
Td00001aa000030	0	NA	NA	NA	NA	NA
Td00001aa000031	0	NA	NA	NA	NA	NA
Td00001aa000032	0.26623936504267	-1.49905903557817	1.56157785990638	-0.959964324589005	0.337073170271727	0.526566464323368
Td00001aa000033	225.264362297996	-1.05458287674517	0.285585882370775	-3.69269961102632	0.000221886056585997	0.000654375477013135
Td00001aa000034	0.330701107442022	-2.05727367146827	2.50106861387157	-0.822557869887335	0.410759465077912	0.619346020292331
Td00001aa000035	0.195096634918854	-0.777548097777888	2.67008536948416	-0.291207205082025	0.770892852402391	0.993037418354682
Td00001aa000036	0.164428528930082	-0.666829666601945	2.33223851862219	-0.285918297497241	0.774940699127839	0.995743268047568
Td00001aa000037	0.305282710712549	-1.68945653403065	1.20280906067433	-1.40459245716315	0.160142500866678	0.277564528699613
Td00001aa000038	1.48273361810815	3.82569493889729	0.653057355890208	5.85813007753712	4.6810794688307e-09	2.36515730387259e-08
Td00001aa000039	0.843364257217269	0.389091718738692	1.00323649337792	0.387836488511906	0.698137040992855	0.929898180807515
Td00001aa000040	2.97806646058004	1.80099418992583	0.704725942871941	2.55559513331708	0.0106006379492067	0.023944230737207
Td00001aa000041	52.0228899830386	0.497540500789765	0.188408179275511	2.64075849946093	0.00827206607700325	0.019070216368463
Td00001aa000042	329.296892261055	0.168542067865796	0.165709209840733	1.01709535654527	0.309108069050295	0.489975274791173
Td00001aa000043	76.4873558603137	-0.200198633666397	0.186028116599326	-1.07617406081465	0.281849418245087	0.45269198482261
Td00001aa000044	6465.10520612532	-1.61534443668142	0.215412843731278	-7.49883065791805	6.43896477757356e-14	5.10610229940599e-13
Td00001aa000045	7.66117100821314	-1.01265846303456	0.258150606769448	-3.92274291239205	8.75465540564689e-05	0.000272636357356742
Td00001aa000046	0	NA	NA	NA	NA	NA
Td00001aa000047	80.4146718073892	0.919262139842731	0.143777174726278	6.3936583925287	1.61963054301068e-10	9.45602176468867e-10
Td00001aa000048	1.85888814325844	1.9882989498368	0.751305062543587	2.64646020500021	0.00813390749335877	0.0187763588663972
Td00001aa000049	2943.20112855892	0.484370518343156	0.141290822293037	3.42818104164312	0.000607640094481073	0.00168659077506606
Td00001aa000050	29.1006911656173	-0.144299774238412	0.144704163802802	-0.997205404780601	0.31866481805428	0.502327759519138
Td00001aa000051	0	NA	NA	NA	NA	NA
Td00001aa000052	0.351306272012855	-1.23469544909142	1.38117762958652	-0.893943995792234	0.371351856531443	0.570445683680924
Td00001aa000053	0	NA	NA	NA	NA	NA
Td00001aa000054	0.338655282905037	-0.709329561528462	1.18186845142706	-0.600176407680548	0.548388674963846	0.777101121982077
Td00001aa000055	0	NA	NA	NA	NA	NA
Td00001aa000056	3.21478381609245	-3.36559340036566	0.76183529311009	-4.41774413814051	9.97363861983755e-06	3.50324195059946e-05
Td00001aa000057	0	NA	NA	NA	NA	NA
Td00001aa000058	2.05434779942849	1.81407115210423	1.09019148671924	1.66399313717206	0.0961138008656981	0.176713653534426
Td00001aa000059	7.40638462782589	-2.28492096484055	0.31109234052116	-7.34483195893772	2.06017766371853e-13	1.5679651358565e-12
Td00001aa000060	1.18973621698901	-0.697361578276231	0.59715911711718	-1.16779859552808	0.242888014778157	0.398683453244158
Td00001aa000061	156.298470201018	0.0870592839463108	0.151496755193326	0.574661046932747	0.565520556650792	0.795564523351056
Td00001aa000062	16.7682319284483	-1.90361933311191	0.322963560780387	-5.89422326318219	3.76447904758745e-09	1.9216960306071e-08
Td00001aa000063	138.303367390063	1.73864930933328	0.151337635624985	11.4885454774889	1.50626675884238e-30	4.07284738924283e-29
Td00001aa000064	34.7987987033536	-0.122823893189082	0.132370232100403	-0.92788152774349	0.353469027398664	0.547391234483581
Td00001aa000065	0	NA	NA	NA	NA	NA
Td00001aa000066	102.0342678556	-0.842798063390659	0.119134357834093	-7.07434932049025	1.50151616755058e-12	1.06206244538444e-11
Td00001aa000067	0	NA	NA	NA	NA	NA
Td00001aa000068	92.469101773257	-1.2836231791844	0.150790888190991	-8.51260440590126	1.70069511400513e-17	1.79250656414099e-16
Td00001aa000069	21.0712780956017	1.20509318266586	0.21782547319117	5.5323795009422	3.1591546539678e-08	1.46547871231682e-07
Td00001aa000070	0.91301671430062	-0.272093658314386	0.949944719757188	-0.286431044517975	0.774548000191616	0.995514485343666
Td00001aa000071	104.292642142157	-0.0147454023169931	0.178014286926847	-0.0828326904067681	0.933984575251387	0.99785962308036
Td00001aa000072	41.2968830892979	1.15294185132155	0.183643090119831	6.27816625482197	3.42589476877899e-10	1.9358081470564e-09
Td00001aa000073	0	NA	NA	NA	NA	NA
Td00001aa000074	1.45149636772939	-2.14553535251612	0.852391370370212	-2.51707774984191	0.0118332713178862	0.0264768084580635
Td00001aa000075	21.4695755661037	-1.33365601486832	0.171934627242033	-7.75676218491424	8.71250854534546e-15	7.41102482803618e-14
Td00001aa000076	7.31556957118913	0.210482102130109	0.247570124825038	0.850191848789754	0.395218432814393	0.600050888266975
Td00001aa000077	6.00385667291845	-4.79025979544153	0.520216684503948	-9.20820100187537	3.31636230874815e-20	4.32454192315265e-19
Td00001aa000078	0	NA	NA	NA	NA	NA
Td00001aa000079	168.662935573767	-0.623058099668347	0.116335179178677	-5.35571530526809	8.52186011378698e-08	3.78378250227128e-07
Td00001aa000080	820.644075514554	1.23934912811948	0.179350241025101	6.91021724328783	4.83912065670300e-12	3.27116691269729e-11
Td00001aa000081	128.634446244492	-0.127715195009865	0.166272908073569	-0.768105859755316	0.442424295901762	0.656553500899474
Td00001aa000082	1.8956967637272	1.05057974146763	0.617362873211192	1.7017216082384	0.0888075677659676	0.164766003962814
Td00001aa000083	0.103079733102552	-0.749090347019528	2.95473177292931	-0.253522283776332	0.799864643539411	0.99785962308036
Td00001aa000084	187.575378015741	-2.35799424026261	0.195551196073343	-12.0581939032386	1.75591315934575e-33	5.76351599727515e-32
Td00001aa000085	148.809834900015	-0.719298752319894	0.135336663937509	-5.31488460992379	1.06724935262082e-07	4.68732593955695e-07
Td00001aa000086	875.932517869232	-0.909343467659329	0.165110954312053	-5.50746903164709	3.64029423476563e-08	1.67783698551628e-07
Td00001aa000087	1.68787160000486	-1.02853925105305	0.568098352715621	-1.8104950421638	0.0702190525028316	0.133539139074785
Td00001aa000088	35.2390698049545	-0.285345432036178	0.151766937053529	-1.88015543817383	0.0600868967945039	0.116072035737791
Td00001aa000089	75.8330932260688	0.0169905375799771	0.242302510141609	0.0701211785633062	0.944097210135492	0.99785962308036
Td00001aa000090	0	NA	NA	NA	NA	NA
Td00001aa000091	0.965613121196431	0.507571223449226	0.670866240455897	0.756590796854375	0.449295056700973	0.664348011753804
Td00001aa000092	26.6038865278451	-0.909332630090312	0.435802195622505	-2.08657193383666	0.0369268465069887	0.0747021242393219
Td00001aa000093	58.9178297858887	0.33015775080631	0.102977885684322	3.20610341348828	0.00134545625646111	0.00354847950024858
Td00001aa000094	10.0049622625637	1.22288059058184	0.252518011262995	4.84274600637586	1.28056939341358e-06	4.98675840290871e-06
Td00001aa000095	687.107323440189	-1.84385610952357	0.127613319590439	-14.4487747473479	2.55184996555977e-47	1.92509368881573e-45
Td00001aa000096	0	NA	NA	NA	NA	NA
Td00001aa000097	130.793216114358	-0.119483599656149	0.204485063344324	-0.584314559225069	0.559008698611319	0.788896595874863
Td00001aa000098	219.965161933205	-0.725251193210037	0.12299608441279	-5.89653887497757	3.71205334501535e-09	1.8964650748762e-08
Td00001aa000099	2.75234869521202	-0.208180985669972	0.438003584099647	-0.475295164759679	0.634576604996039	0.867770201693605
Td00001aa000100	60.6762734130365	-0.032015677436918	0.160570957738682	-0.199386476158542	0.841960438563051	0.99785962308036
Td00001aa000101	0	NA	NA	NA	NA	NA
Td00001aa000102	40.1219515089272	1.67695276386769	0.209815137566711	7.99252515007166	1.32202531086661e-15	1.19736097567859e-14
Td00001aa000103	2771.86849761975	-0.354376267302869	0.159511185347518	-2.22163898118372	0.0263077132800844	0.0548667530397327
Td00001aa000104	0.583767675869802	2.05480068724524	0.867153669993091	2.36959233218907	0.0178077081046937	0.0384746305865525
Td00001aa000105	4.27467814380987	2.28697165785682	0.393492645313126	5.81198069416758	6.17379619795765e-09	3.08046604611276e-08
Td00001aa000106	0	NA	NA	NA	NA	NA
Td00001aa000107	6.90367105690141	1.46111679243052	0.361338419919805	4.04362423667763	5.26312470682795e-05	0.000168690031289926
Td00001aa000108	47.9103272586481	-1.45168633710765	0.414959404164827	-3.4983815827223	0.00046809090174738	0.00131964728088949
Td00001aa000109	1406.452204265	0.944509098835847	0.162620224143494	5.80806663999199	6.31983634998615e-09	3.1498534718813e-08
Td00001aa000110	60.8785257842944	1.26759374219497	0.162294086569517	7.81047399192831	5.69733152235592e-15	4.9029935227375e-14
Td00001aa000111	16.5107060040621	0.794109175485913	0.202114765442905	3.92900129659374	8.52993796816404e-05	0.000265978898328596
Td00001aa000112	0	NA	NA	NA	NA	NA
Td00001aa000113	0.026575704556357	0.0931906853287694	2.95605265578686	0.0315253806952107	0.974850551333877	0.99785962308036
Td00001aa000114	30.3812693278023	0.120611485328707	0.215999855247083	0.558386880355726	0.576580229666934	0.807708051743579
Td00001aa000115	236.164544617206	-1.31772359971563	0.143320070478562	-9.19427122325299	3.77545067655136e-20	4.88890702315083e-19
Td00001aa000116	47.9030252539799	-0.0567855111023214	0.213325643478471	-0.266191678489193	0.790091591506059	0.99785962308036
Td00001aa000117	1.71618390525695	2.55382876573543	0.569104705666481	4.48744974397046	7.2080807868165e-06	2.57766970913545e-05
Td00001aa000118	3.54013792328085	-0.740605990056678	0.364957307001543	-2.02929486777901	0.0424282657435216	0.0846610095250915
Td00001aa000119	150.181089673094	0.568165397944259	0.0905004906490296	6.27803665891342	3.42875083887445e-10	1.9370756973366e-09
Td00001aa000120	3.01817960567137	-1.4147167964284	0.46007845135533	-3.07494687538795	0.00210540051702939	0.00538863197917264
Td00001aa000121	12.4438508574518	-3.24280094900222	0.323352640240131	-10.0286824520561	1.14027975406712e-23	1.90805202468543e-22
Td00001aa000122	205.974840346455	-2.96011518435396	0.267251923021737	-11.0761230485634	1.63813300018777e-28	3.8101358353889e-27
Td00001aa000123	2.25723460875486	-0.390893701918313	0.514317634802829	-0.760023914148245	0.447240290447063	0.662013529356241
Td00001aa000124	0.0703855211289597	0.131212819320779	2.9559440444642	0.0443894800940195	0.964593947053448	0.99785962308036
Td00001aa000125	1.42612325468695	-3.45121020309334	0.662034610307907	-5.21303591890493	1.85774907688221e-07	7.94071542544555e-07
Td00001aa000126	478.232481129695	0.811721323027537	0.116008260919298	6.99709931512735	2.61316057793173e-12	1.81258267956647e-11
Td00001aa000127	0	NA	NA	NA	NA	NA
Td00001aa000128	0.044282813528383	-0.352457804339191	2.95588232086299	-0.119239457488378	0.905085647072066	0.99785962308036
Td00001aa000129	0	NA	NA	NA	NA	NA
Td00001aa000130	29.3167384731836	-0.29022965860354	0.158941599552812	-1.82601445700881	0.0678480842128977	0.129505440452022
Td00001aa000131	0	NA	NA	NA	NA	NA
Td00001aa000132	17.8677604891214	0.748323053395242	0.185618025074983	4.03152147046575	5.54169328386732e-05	0.000177061945830145
Td00001aa000133	0	NA	NA	NA	NA	NA
Td00001aa000134	88.105241394917	0.977714364448376	0.124927809563821	7.82623474998894	5.02698289232102e-15	4.35194753250376e-14
Td00001aa000135	0	NA	NA	NA	NA	NA
Td00001aa000136	229.825103531537	-0.731102303347737	0.106169940158867	-6.88615160047895	5.73219041571554e-12	3.85262187646933e-11
Td00001aa000137	92.8307996303586	1.37550543325952	0.120831006913597	11.3837124128504	5.0407277884507e-30	1.31245769905386e-28
Td00001aa000138	1.75943328017505	1.47963117821592	0.481515642890675	3.07286211790187	0.00212016424801416	0.00542115124700529
Td00001aa000139	0.0395542239011798	-0.337508159759901	2.95544285885612	-0.114198844599056	0.909080167794726	0.99785962308036
Td00001aa000140	0	NA	NA	NA	NA	NA
Td00001aa000141	0.445039981083129	-0.89610812233072	1.7331122134097	-0.517051415019302	0.605120268016769	0.837665172625998
Td00001aa000142	24.2974528539442	-0.442258829368216	0.174309027505526	-2.53721127182696	0.0111739497382593	0.0251153649489182
Td00001aa000143	52.8535193803231	1.04769749717258	0.213576527502045	4.90548989360523	9.3194439446219e-07	3.68822215657385e-06
Td00001aa000144	26.8035860403095	0.810890244429649	0.140828708794631	5.75798962704518	8.51215845299572e-09	4.18315946114337e-08
Td00001aa000145	44.782622948077	-1.02469853534999	0.239800353487432	-4.273131880115	1.92746377367292e-05	6.54757683202872e-05
Td00001aa000146	142.219364419223	-0.642949072912163	0.115053579873882	-5.58825786748178	2.29358891450263e-08	1.07964336557727e-07
Td00001aa000147	165.798984487373	0.0385148813246419	0.119789822314262	0.321520481294315	0.747815993707234	0.974068312733011
Td00001aa000148	0	NA	NA	NA	NA	NA
Td00001aa000149	18.4196999235149	-1.16057235056321	0.24128887936428	-4.80988744123205	1.51015311048767e-06	5.85124168538915e-06
Td00001aa000150	1.88453677983581	1.54279770465525	0.698085606101728	2.21004084766995	0.0271023275157927	0.0564011765387248
Td00001aa000151	0.418926543409657	0.603413783072079	0.87404966955205	0.690365552545004	0.489964333758174	0.712595233943924
Td00001aa000152	75.892962865168	-0.0554561076601518	0.135385482444923	-0.409616353678927	0.682087398543439	0.9152940463637
Td00001aa000153	0.0430945640279297	0.247608715761772	2.95608481426493	0.0837623854927666	0.933245354908899	0.99785962308036
Td00001aa000154	39.860767300127	-0.674967880297873	0.173679041110985	-3.88629437369218	0.000101786067405019	0.000314440559480575
Td00001aa000155	15.4195098720361	-1.38149865890758	0.375606951849471	-3.67804336981822	0.000235030002797921	0.000690561754827988
Td00001aa000156	4.80645512362887	-0.778111166548473	0.38759249798788	-2.00754960580482	0.0446911742623255	0.0887617547758621
Td00001aa000157	54.918190199327	-0.294934373725339	0.0973399578272225	-3.02994145784247	0.00244601145470258	0.00619695169341692
Td00001aa000158	0.345716839614302	-1.19896875651438	1.39494010296443	-0.859512715969965	0.390057707523456	0.593641199725983
Td00001aa000159	51.0659837572279	0.279456532186444	0.131863769842723	2.11928213882979	0.0340666302011891	0.0694045835661867
Td00001aa000160	0.267279154768431	-1.48664222373828	2.1703099514177	-0.684990741883284	0.49334976312904	0.716090033647694
Td00001aa000161	266.237940524944	-0.29900129016327	0.13993465050532	-2.13672088423804	0.0326207003401985	0.0667513249856498
Td00001aa000162	0.231806039956587	-0.0610933959108481	1.87814738188713	-0.0325285419557769	0.974050554879514	0.99785962308036
Td00001aa000163	20.2105901928509	-1.89934005055042	0.386665100283984	-4.91210623652215	9.01032071722808e-07	3.56961336881776e-06
Td00001aa000164	0.0164156998977118	-0.041396507376678	2.95635753965144	-0.0140025375217501	0.988827956586253	0.99785962308036
Td00001aa000165	6.53645959755005	1.03708307438685	0.373786636763843	2.7745322394767	0.00552811545568566	0.0131841450281858
Td00001aa000166	2.00049611364654	-2.73195043042145	0.566909224272194	-4.81902624521371	1.44260577905972e-06	5.59981899426484e-06
Td00001aa000167	19.3094634956377	-1.22242925770922	0.446751273682258	-2.73626362076954	0.00621412219391033	0.0146879674289473
Td00001aa000168	0	NA	NA	NA	NA	NA
Td00001aa000169	106.591869951389	1.75061358097196	0.16573852111126	10.5625027255841	4.44645935630047e-26	8.7897519570545e-25
Td00001aa000170	6.92827882272542	-0.968607530397758	0.31458574154101	-3.07899374476732	0.00207701042677802	0.00532113977792401
Td00001aa000171	0	NA	NA	NA	NA	NA
Td00001aa000172	35.0398702191324	-1.33501608258673	0.134389278116501	-9.93394786620861	2.96287186546575e-23	4.8274957111086e-22
Td00001aa000173	0.218454740651681	0.189686055588002	2.95049747022309	0.0642895164298036	0.948739700864191	0.99785962308036
Td00001aa000174	703.018039187619	-1.34485582171314	0.105863982971334	-12.7036200978505	5.64564805882965e-37	2.34806959857298e-35
Td00001aa000175	0	NA	NA	NA	NA	NA
Td00001aa000176	139.44603168522	0.8404050874394	0.138408865525156	6.07190214478462	1.26403954381156e-09	6.76057968533665e-09
Td00001aa000177	1.98419431751183	1.16939614735479	0.648821668070519	1.80233830789339	0.0714921949296856	0.135731682955879
Td00001aa000178	0	NA	NA	NA	NA	NA
Td00001aa000179	0	NA	NA	NA	NA	NA
Td00001aa000180	0	NA	NA	NA	NA	NA
Td00001aa000181	2.00348186100783	-4.15015971475481	0.647401999798461	-6.41048331028753	1.45059034280951e-10	8.49577731070332e-10
Td00001aa000182	0.303771959005294	0.202019382669527	1.28385133881426	0.157354186237877	0.874965717663332	0.99785962308036
Td00001aa000183	0.0182567364463826	-0.337808544373702	2.95619311616496	-0.114271473851457	0.909022594917365	0.99785962308036
Td00001aa000184	225.180695655217	1.80067388713363	0.119898715827179	15.0182916865357	5.57254226552128e-51	5.10557937596702e-49
Td00001aa000185	0	NA	NA	NA	NA	NA
Td00001aa000186	0	NA	NA	NA	NA	NA
Td00001aa000187	0	NA	NA	NA	NA	NA
Td00001aa000188	0	NA	NA	NA	NA	NA
Td00001aa000189	0	NA	NA	NA	NA	NA
Td00001aa000190	0	NA	NA	NA	NA	NA
Td00001aa000191	0	NA	NA	NA	NA	NA
Td00001aa000192	0	NA	NA	NA	NA	NA
Td00001aa000193	0	NA	NA	NA	NA	NA
Td00001aa000194	0	NA	NA	NA	NA	NA
Td00001aa000195	180.106319254784	4.08191064423118	0.279153254257107	14.6224720005293	2.01933135318859e-48	1.60374484278739e-46
Td00001aa000196	0.424275062285559	-0.503632227842771	1.63927819102976	-0.307228041340806	0.758669803072713	0.982961466122368
Td00001aa000197	19.2212802963371	-0.794531901667264	0.193881367735368	-4.09803123914277	4.16679056521214e-05	0.00013565566276217
Td00001aa000198	0	NA	NA	NA	NA	NA
Td00001aa000199	456.414692181917	-0.102485217984248	0.195845082659431	-0.523297376643694	0.600767326290479	0.832733486086465
Td00001aa000200	54.2992039241792	0.728777539723937	0.143277451639155	5.08647753981112	3.6477489619885e-07	1.50918451491485e-06
Td00001aa000201	0	NA	NA	NA	NA	NA
Td00001aa000202	0	NA	NA	NA	NA	NA
Td00001aa000203	0	NA	NA	NA	NA	NA
Td00001aa000204	0	NA	NA	NA	NA	NA
Td00001aa000205	32.8479471886676	-0.895605414661377	0.320867356981983	-2.79120139575827	0.00525127863792048	0.0125805416451439
Td00001aa000206	1.39660799381789	-1.38782853374295	0.989160986591423	-1.4030360604145	0.160606086054599	0.278215475097267
Td00001aa000207	14.0877450539039	0.00958493566794103	0.327015854692415	0.0293103087523278	0.976617105240287	0.99785962308036
Td00001aa000208	7.53330572985411	-0.677493957787694	0.314750689096632	-2.15247807632184	0.0313597201861141	0.0644128530354722
Td00001aa000209	5.00651452888544	2.00440488146422	0.480991170121689	4.16723841511916	3.08311992012953e-05	0.000102057113368284
Td00001aa000210	21.1282142109618	4.35128357544565	0.460179030209161	9.45563202536172	3.21076340538262e-21	4.48669409729174e-20
Td00001aa000211	1.14532640073975	1.25928128337842	0.57319465312637	2.1969522508801	0.0280238565658613	0.0581216377695756
Td00001aa000212	0.348957845320843	0.265634342529319	1.30277694241199	0.203898559977211	0.838432770413263	0.99785962308036
Td00001aa000213	0.915722706484353	-0.719797941645558	0.895571449885329	-0.8037303352376	0.421552730687178	0.631959225245008
Td00001aa000214	11.6305700871956	-1.73425906512219	0.312300165376613	-5.55318010488657	2.80518782705928e-08	1.30896341933152e-07
Td00001aa000215	14.1039606724414	2.23736608853965	0.299529316908688	7.46960635316282	8.04350768091745e-14	6.32928141115558e-13
Td00001aa000216	1.91909927606733	1.16596842934276	0.545897908349273	2.13587268152116	0.0326897928578537	0.0668753907477768
Td00001aa000217	1.21875543062257	-1.86692885152448	0.688994699622302	-2.70964181952038	0.00673559026593241	0.0158270348435814
Td00001aa000218	161.821826332121	-1.6334600281359	0.323940135944345	-5.04247497264907	4.59548876189255e-07	1.88256615182299e-06
Td00001aa000219	15.5313780998505	0.418043007800897	0.185168607013738	2.2576343503512	0.0239684652396005	0.0504574903602086
Td00001aa000220	27.7724763771717	-0.617813768802937	0.195876522654298	-3.15409810441303	0.00160994955301537	0.00419425495930625
Td00001aa000221	11.7172826854995	1.08677807694382	0.290140831656894	3.74569160341068	0.0001798974813494	0.000536602763798544
Td00001aa000222	0	NA	NA	NA	NA	NA
Td00001aa000223	0.557826295028441	-0.545505047983343	0.835931297980031	-0.652571627957366	0.514032481505249	0.739204000682703
Td00001aa000224	28.0468049363706	0.663421937034319	0.203360292571701	3.26229830142681	0.00110512785197247	0.0029550787812366
Td00001aa000225	29.0291408705171	1.10129979483333	0.205818685982959	5.35082511859253	8.75541017433122e-08	3.88366208532747e-07
Td00001aa000226	1.12659403841393	0.137834360608107	0.665191123626087	0.207210162181276	0.835845731269913	0.99785962308036
Td00001aa000227	40.2098831999227	-0.0371069355297812	0.133967811042392	-0.27698396533507	0.781792418451959	0.99785962308036
Td00001aa000228	74.4233682743934	0.770090242130399	0.179136301580493	4.29890667238304	1.71642724991857e-05	5.86345498137644e-05
Td00001aa000229	4.17952053198602	-0.125495000511938	0.443333727738287	-0.283071177896083	0.777122275072457	0.997451496566947
Td00001aa000230	3.95646838703263	-0.286761081530615	0.328751481224487	-0.872273123949216	0.383059395881606	0.584707574098014
Td00001aa000231	0.0594888526169612	-0.0547121634078931	2.95602254147235	-0.0185087098086342	0.98523302933407	0.99785962308036
Td00001aa000232	5.65354662313511	0.62256636735655	0.410194256514517	1.51773545696761	0.129081101760521	0.22956870227583
Td00001aa000233	0	NA	NA	NA	NA	NA
Td00001aa000234	194.75529236209	0.546117132978518	0.124015233602294	4.40362943418604	1.06454721000645e-05	3.72638679524848e-05
Td00001aa000235	39.4453899231744	-0.179603315822218	0.162318526768408	-1.10648685272059	0.268515851456286	0.434536328594426
Td00001aa000236	1334.00537055752	0.531860146172638	0.159820355180904	3.32786237128939	0.000875150895778089	0.0023748836422261
Td00001aa000237	1.07982094294415	0.652527593771578	0.588668995306751	1.10847963621993	0.267654728930892	0.433394719879952
Td00001aa000238	9.55179777135812	-0.565821039745426	0.364943323853876	-1.55043537656818	0.121037053045197	0.216848620399344
Td00001aa000239	97.5550368062688	1.37106374206169	0.22798810462276	6.01375121886434	1.81278646031392e-09	9.54369873818498e-09
Td00001aa000240	368.9890263143	-1.32172790962808	0.199816023587848	-6.61472431437406	3.72244807821859e-11	2.30575859894986e-10
Td00001aa000241	90.9746141688818	2.13795942562338	0.19255394988486	11.1031709653414	1.21070695220375e-28	2.86018206668224e-27
Td00001aa000242	24.6460929680127	0.121513971425129	0.180506958156975	0.673181647210827	0.500831735596652	0.724620786857444
Td00001aa000243	405.40602857677	-1.35466878167468	0.205609290145213	-6.58855823449387	4.4411805761847e-11	2.7253208470709e-10
Td00001aa000244	0.0406834847391507	-0.448275660479804	2.95585139190588	-0.151657035839939	0.879457445537651	0.99785962308036
Td00001aa000245	0	NA	NA	NA	NA	NA
Td00001aa000246	7.50369493190309	0.774851625737303	0.309855407740729	2.5006877607431	0.0123952408154961	0.027636394648869
Td00001aa000247	0.134871055063339	-0.0599409545455094	2.95421416916428	-0.0202899827545225	0.983812046747436	0.99785962308036
Td00001aa000248	0	NA	NA	NA	NA	NA
Td00001aa000249	15.369199877294	-0.219237882572927	0.183205717567522	-1.19667598524661	0.231432870800391	0.382442577014301
Td00001aa000250	0.0913498550525776	-0.599363234393227	2.95548337446913	-0.202797024531016	0.839293683695825	0.99785962308036
Td00001aa000251	65.7360229186026	-0.341530401216399	0.19320886237231	-1.76767461400542	0.0771153162972204	0.145221211369606
Td00001aa000252	0.46987840240791	2.15614321825385	1.08624714418655	1.98494719161586	0.0471503471590868	0.0931775757018802
Td00001aa000253	0	NA	NA	NA	NA	NA
Td00001aa000254	0	NA	NA	NA	NA	NA
Td00001aa000255	0	NA	NA	NA	NA	NA
Td00001aa000256	0	NA	NA	NA	NA	NA
Td00001aa000257	0	NA	NA	NA	NA	NA
Td00001aa000258	0	NA	NA	NA	NA	NA
Td00001aa000259	0	NA	NA	NA	NA	NA
Td00001aa000260	0	NA	NA	NA	NA	NA
Td00001aa000261	0	NA	NA	NA	NA	NA
Td00001aa000262	0	NA	NA	NA	NA	NA
Td00001aa000263	0	NA	NA	NA	NA	NA
Td00001aa000264	0	NA	NA	NA	NA	NA
Td00001aa000265	0	NA	NA	NA	NA	NA
Td00001aa000266	0	NA	NA	NA	NA	NA
Td00001aa000267	59.4599523254958	-0.190728625745597	0.227271627182472	-0.839210015390373	0.401351468062088	0.607698723604835
Td00001aa000268	5.54359639763331	0.264498381028945	0.28215999926431	0.937405662456	0.348549929348024	0.541205222614418
Td00001aa000269	3.14748295159107	0.710643333233352	0.628724936160775	1.13029290292318	0.258352824076529	0.420528139719416
Td00001aa000270	1.57028977520138	1.41277223078257	0.619779567449326	2.27947532474614	0.0226388251494016	0.0479200846546196
