Orthogroup	Td_ID	Td-FL_9056069_6	Data	Zm_ID
OG0000810	Td00001aa013441	Td00001aa013441_T001	Zm00001eb000540_P004	Zm00001eb000540
OG0000810	Td00001aa013441	Td00001aa013441_T001	Zm00001eb000540_P003	Zm00001eb000540
OG0000810	Td00001aa013441	Td00001aa013441_T001	Zm00001eb000540_P002	Zm00001eb000540
OG0004717	Td00001aa013446	Td00001aa013446_T003	Zm00001eb000550_P001	Zm00001eb000550
OG0004717	Td00001aa013446	Td00001aa013446_T003	Zm00001eb000550_P006	Zm00001eb000550
OG0004717	Td00001aa013446	Td00001aa013446_T003	Zm00001eb000550_P005	Zm00001eb000550
OG0009279	Td00001aa013447	Td00001aa013447_T001	Zm00001eb000570_P001	Zm00001eb000570
OG0009279	Td00001aa013447	Td00001aa013447_T001	Zm00001eb000570_P002	Zm00001eb000570
OG0022462	Td00001aa013450	Td00001aa013450_T002	Zm00001eb000580_P001	Zm00001eb000580
OG0022463	Td00001aa013451	Td00001aa013451_T004	Zm00001eb000590_P001	Zm00001eb000590
OG0009280	Td00001aa013452	Td00001aa013452_T001	Zm00001eb000600_P001	Zm00001eb000600
OG0009280	Td00001aa013452	Td00001aa013452_T001	Zm00001eb000600_P002	Zm00001eb000600
OG0004718	Td00001aa013454	Td00001aa013454_T002	Zm00001eb000620_P001	Zm00001eb000620
OG0004718	Td00001aa013454	Td00001aa013454_T002	Zm00001eb000620_P007	Zm00001eb000620
OG0004718	Td00001aa013454	Td00001aa013454_T002	Zm00001eb000620_P004	Zm00001eb000620
OG0022464	Td00001aa013457	Td00001aa013457_T001	Zm00001eb000640_P001	Zm00001eb000640
OG0004719	Td00001aa013461	Td00001aa013461_T004	Zm00001eb000650_P001	Zm00001eb000650
OG0004719	Td00001aa013461	Td00001aa013461_T001	Zm00001eb000650_P001	Zm00001eb000650
OG0004719	Td00001aa013461	Td00001aa013461_T002	Zm00001eb000650_P001	Zm00001eb000650
OG0004720	Td00001aa013461	Td00001aa013461_T003	Zm00001eb000650_P002	Zm00001eb000650
OG0004720	Td00001aa013461	Td00001aa013461_T003	Zm00001eb000650_P004	Zm00001eb000650
OG0004720	Td00001aa013461	Td00001aa013461_T003	Zm00001eb000650_P005	Zm00001eb000650
OG0009281	Td00001aa013462	Td00001aa013462_T001	Zm00001eb000660_P001	Zm00001eb000660
OG0009281	Td00001aa013462	Td00001aa013462_T002	Zm00001eb000660_P001	Zm00001eb000660
OG0022465	Td00001aa013463	Td00001aa013463_T001	Zm00001eb000670_P002	Zm00001eb000670
OG0022466	Td00001aa013464	Td00001aa013464_T002	Zm00001eb000680_P002	Zm00001eb000680
OG0022467	Td00001aa013465	Td00001aa013465_T002	Zm00001eb000690_P002	Zm00001eb000690
OG0022468	Td00001aa013466	Td00001aa013466_T001	Zm00001eb000700_P001	Zm00001eb000700
OG0022469	Td00001aa013467	Td00001aa013467_T005	Zm00001eb000710_P001	Zm00001eb000710
OG0009282	Td00001aa013468	Td00001aa013468_T001	Zm00001eb000720_P001	Zm00001eb000720
OG0009282	Td00001aa013468	Td00001aa013468_T002	Zm00001eb000720_P001	Zm00001eb000720
OG0001454	Td00001aa013470	Td00001aa013470_T001	Zm00001eb000740_P001	Zm00001eb000740
OG0001454	Td00001aa013470	Td00001aa013470_T001	Zm00001eb000740_P005	Zm00001eb000740
OG0001454	Td00001aa013470	Td00001aa013470_T001	Zm00001eb000740_P002	Zm00001eb000740
OG0001454	Td00001aa013470	Td00001aa013470_T001	Zm00001eb000740_P003	Zm00001eb000740
OG0001454	Td00001aa013470	Td00001aa013470_T001	Zm00001eb000740_P004	Zm00001eb000740
OG0009283	Td00001aa013469	Td00001aa013469_T001	Zm00001eb000750_P001	Zm00001eb000750
OG0009283	Td00001aa013469	Td00001aa013469_T002	Zm00001eb000750_P001	Zm00001eb000750
OG0022470	Td00001aa013472	Td00001aa013472_T001	Zm00001eb000760_P001	Zm00001eb000760
OG0022471	Td00001aa013473	Td00001aa013473_T001	Zm00001eb000770_P001	Zm00001eb000770
OG0022472	Td00001aa013474	Td00001aa013474_T002	Zm00001eb000780_P001	Zm00001eb000780
OG0009284	Td00001aa013477	Td00001aa013477_T003	Zm00001eb000800_P001	Zm00001eb000800
OG0009284	Td00001aa013477	Td00001aa013477_T003	Zm00001eb000800_P002	Zm00001eb000800
OG0002591	Td00001aa013478	Td00001aa013478_T001	Zm00001eb000820_P004	Zm00001eb000820
OG0002591	Td00001aa013478	Td00001aa013478_T001	Zm00001eb000820_P002	Zm00001eb000820
OG0002591	Td00001aa013478	Td00001aa013478_T001	Zm00001eb000820_P003	Zm00001eb000820
OG0002591	Td00001aa013478	Td00001aa013478_T003	Zm00001eb000820_P004	Zm00001eb000820
OG0002591	Td00001aa013478	Td00001aa013478_T003	Zm00001eb000820_P002	Zm00001eb000820
OG0002591	Td00001aa013478	Td00001aa013478_T003	Zm00001eb000820_P003	Zm00001eb000820
OG0009285	Td00001aa013480	Td00001aa013480_T001	Zm00001eb000840_P002	Zm00001eb000840
OG0009285	Td00001aa013480	Td00001aa013480_T001	Zm00001eb000840_P001	Zm00001eb000840
OG0022473	Td00001aa013481	Td00001aa013481_T001	Zm00001eb000850_P001	Zm00001eb000850
OG0009286	Td00001aa013482	Td00001aa013482_T002	Zm00001eb000860_P003	Zm00001eb000860
OG0009286	Td00001aa013482	Td00001aa013482_T002	Zm00001eb000860_P001	Zm00001eb000860
OG0010086	Td00001aa019972	Td00001aa019972_T001	Zm00001eb000860_P004	Zm00001eb000860
OG0010086	Td00001aa019972	Td00001aa019972_T001	Zm00001eb000860_P002	Zm00001eb000860
OG0004721	Td00001aa013483	Td00001aa013483_T001	Zm00001eb000870_P001	Zm00001eb000870
OG0004721	Td00001aa013483	Td00001aa013483_T001	Zm00001eb000870_P002	Zm00001eb000870
OG0004721	Td00001aa013483	Td00001aa013483_T002	Zm00001eb000870_P001	Zm00001eb000870
OG0004721	Td00001aa013483	Td00001aa013483_T002	Zm00001eb000870_P002	Zm00001eb000870
OG0000811	Td00001aa019967	Td00001aa019967_T002	Zm00001eb000880_P002	Zm00001eb000880
OG0000811	Td00001aa019967	Td00001aa019967_T002	Zm00001eb000880_P001	Zm00001eb000880
OG0000811	Td00001aa019967	Td00001aa019967_T002	Zm00001eb000880_P003	Zm00001eb000880
OG0000811	Td00001aa019967	Td00001aa019967_T001	Zm00001eb000880_P002	Zm00001eb000880
OG0000811	Td00001aa019967	Td00001aa019967_T001	Zm00001eb000880_P001	Zm00001eb000880
OG0000811	Td00001aa019967	Td00001aa019967_T001	Zm00001eb000880_P003	Zm00001eb000880
OG0000811	Td00001aa013485	Td00001aa013485_T002	Zm00001eb000880_P002	Zm00001eb000880
OG0000811	Td00001aa013485	Td00001aa013485_T002	Zm00001eb000880_P001	Zm00001eb000880
OG0000811	Td00001aa013485	Td00001aa013485_T002	Zm00001eb000880_P003	Zm00001eb000880
OG0000811	Td00001aa013485	Td00001aa013485_T001	Zm00001eb000880_P002	Zm00001eb000880
OG0000811	Td00001aa013485	Td00001aa013485_T001	Zm00001eb000880_P001	Zm00001eb000880
OG0000811	Td00001aa013485	Td00001aa013485_T001	Zm00001eb000880_P003	Zm00001eb000880
OG0009287	Td00001aa013486	Td00001aa013486_T001	Zm00001eb000890_P002	Zm00001eb000890
OG0009287	Td00001aa013486	Td00001aa013486_T001	Zm00001eb000890_P001	Zm00001eb000890
OG0022474	Td00001aa013487	Td00001aa013487_T001	Zm00001eb000900_P001	Zm00001eb000900
OG0022475	Td00001aa013488	Td00001aa013488_T001	Zm00001eb000910_P001	Zm00001eb000910
OG0004722	Td00001aa013489	Td00001aa013489_T002	Zm00001eb000920_P004	Zm00001eb000920
OG0004722	Td00001aa013489	Td00001aa013489_T002	Zm00001eb000920_P001	Zm00001eb000920
OG0004722	Td00001aa013489	Td00001aa013489_T003	Zm00001eb000920_P004	Zm00001eb000920
OG0004722	Td00001aa013489	Td00001aa013489_T003	Zm00001eb000920_P001	Zm00001eb000920
OG0022476	Td00001aa013489	Td00001aa013489_T001	Zm00001eb000920_P003	Zm00001eb000920
OG0022477	Td00001aa013490	Td00001aa013490_T001	Zm00001eb000930_P001	Zm00001eb000930
OG0022478	Td00001aa013493	Td00001aa013493_T001	Zm00001eb000960_P002	Zm00001eb000960
OG0022479	Td00001aa013494	Td00001aa013494_T001	Zm00001eb000970_P001	Zm00001eb000970
OG0022480	Td00001aa013495	Td00001aa013495_T001	Zm00001eb000980_P001	Zm00001eb000980
OG0009288	Td00001aa013497	Td00001aa013497_T001	Zm00001eb000990_P002	Zm00001eb000990
OG0009288	Td00001aa013497	Td00001aa013497_T001	Zm00001eb000990_P001	Zm00001eb000990
OG0022481	Td00001aa013498	Td00001aa013498_T001	Zm00001eb001000_P004	Zm00001eb001000
OG0022482	Td00001aa013498	Td00001aa013498_T003	Zm00001eb001000_P001	Zm00001eb001000
OG0009289	Td00001aa013501	Td00001aa013501_T001	Zm00001eb001010_P001	Zm00001eb001010
OG0009289	Td00001aa013501	Td00001aa013501_T001	Zm00001eb001010_P002	Zm00001eb001010
OG0009290	Td00001aa013502	Td00001aa013502_T002	Zm00001eb001020_P001	Zm00001eb001020
OG0009290	Td00001aa013502	Td00001aa013502_T001	Zm00001eb001020_P001	Zm00001eb001020
OG0022483	Td00001aa013504	Td00001aa013504_T001	Zm00001eb001040_P001	Zm00001eb001040
OG0009291	Td00001aa013505	Td00001aa013505_T001	Zm00001eb001050_P001	Zm00001eb001050
OG0009291	Td00001aa013505	Td00001aa013505_T001	Zm00001eb001050_P002	Zm00001eb001050
OG0022484	Td00001aa013506	Td00001aa013506_T002	Zm00001eb001060_P002	Zm00001eb001060
OG0022485	Td00001aa013507	Td00001aa013507_T001	Zm00001eb001070_P001	Zm00001eb001070
OG0022486	Td00001aa013509	Td00001aa013509_T002	Zm00001eb001110_P001	Zm00001eb001110
OG0022487	Td00001aa013510	Td00001aa013510_T001	Zm00001eb001120_P001	Zm00001eb001120
OG0009292	Td00001aa013511	Td00001aa013511_T001	Zm00001eb001130_P001	Zm00001eb001130
OG0009292	Td00001aa013511	Td00001aa013511_T001	Zm00001eb001130_P002	Zm00001eb001130
OG0009293	Td00001aa013513	Td00001aa013513_T002	Zm00001eb001140_P003	Zm00001eb001140
OG0009293	Td00001aa013513	Td00001aa013513_T001	Zm00001eb001140_P003	Zm00001eb001140
OG0022488	Td00001aa013513	Td00001aa013513_T003	Zm00001eb001140_P004	Zm00001eb001140
OG0022489	Td00001aa013514	Td00001aa013514_T001	Zm00001eb001150_P001	Zm00001eb001150
OG0009294	Td00001aa013515	Td00001aa013515_T001	Zm00001eb001170_P001	Zm00001eb001170
OG0009294	Td00001aa013515	Td00001aa013515_T001	Zm00001eb001170_P002	Zm00001eb001170
OG0009295	Td00001aa013516	Td00001aa013516_T003	Zm00001eb001180_P001	Zm00001eb001180
OG0009295	Td00001aa013516	Td00001aa013516_T003	Zm00001eb001180_P002	Zm00001eb001180
OG0022490	Td00001aa013517	Td00001aa013517_T001	Zm00001eb001190_P001	Zm00001eb001190
OG0022491	Td00001aa013519	Td00001aa013519_T001	Zm00001eb001200_P001	Zm00001eb001200
OG0022492	Td00001aa013520	Td00001aa013520_T001	Zm00001eb001220_P001	Zm00001eb001220
OG0022493	Td00001aa013521	Td00001aa013521_T002	Zm00001eb001240_P002	Zm00001eb001240
OG0022494	Td00001aa013523	Td00001aa013523_T002	Zm00001eb001260_P001	Zm00001eb001260
OG0022495	Td00001aa013524	Td00001aa013524_T001	Zm00001eb001270_P003	Zm00001eb001270
OG0022496	Td00001aa013525	Td00001aa013525_T001	Zm00001eb001280_P001	Zm00001eb001280
OG0004723	Td00001aa013527	Td00001aa013527_T002	Zm00001eb001340_P006	Zm00001eb001340
OG0004723	Td00001aa013527	Td00001aa013527_T002	Zm00001eb001340_P001	Zm00001eb001340
OG0004723	Td00001aa013527	Td00001aa013527_T002	Zm00001eb001340_P004	Zm00001eb001340
OG0022497	Td00001aa013527	Td00001aa013527_T001	Zm00001eb001340_P005	Zm00001eb001340
OG0022498	Td00001aa013528	Td00001aa013528_T001	Zm00001eb001350_P001	Zm00001eb001350
OG0022499	Td00001aa013529	Td00001aa013529_T002	Zm00001eb001360_P004	Zm00001eb001360
OG0022500	Td00001aa013530	Td00001aa013530_T001	Zm00001eb001370_P001	Zm00001eb001370
OG0022501	Td00001aa013532	Td00001aa013532_T001	Zm00001eb001400_P001	Zm00001eb001400
OG0022502	Td00001aa013536	Td00001aa013536_T001	Zm00001eb001430_P001	Zm00001eb001430
OG0022504	Td00001aa013539	Td00001aa013539_T001	Zm00001eb001440_P001	Zm00001eb001440
OG0004724	Td00001aa013545	Td00001aa013545_T002	Zm00001eb001460_P001	Zm00001eb001460
OG0004724	Td00001aa013545	Td00001aa013545_T002	Zm00001eb001460_P002	Zm00001eb001460
OG0004724	Td00001aa013545	Td00001aa013545_T002	Zm00001eb001460_P003	Zm00001eb001460
OG0000812	Td00001aa013549	Td00001aa013549_T001	Zm00001eb001490_P006	Zm00001eb001490
OG0000812	Td00001aa013549	Td00001aa013549_T001	Zm00001eb001490_P004	Zm00001eb001490
OG0000812	Td00001aa013549	Td00001aa013549_T001	Zm00001eb001490_P002	Zm00001eb001490
OG0000812	Td00001aa013549	Td00001aa013549_T001	Zm00001eb001490_P001	Zm00001eb001490
OG0000812	Td00001aa013549	Td00001aa013549_T001	Zm00001eb001490_P007	Zm00001eb001490
OG0000812	Td00001aa013549	Td00001aa013549_T001	Zm00001eb001490_P003	Zm00001eb001490
OG0009296	Td00001aa013548	Td00001aa013548_T001	Zm00001eb001500_P001	Zm00001eb001500
OG0009296	Td00001aa013548	Td00001aa013548_T001	Zm00001eb001500_P005	Zm00001eb001500
OG0009297	Td00001aa013548	Td00001aa013548_T002	Zm00001eb001500_P007	Zm00001eb001500
OG0009297	Td00001aa013548	Td00001aa013548_T002	Zm00001eb001500_P004	Zm00001eb001500
OG0009298	Td00001aa013548	Td00001aa013548_T003	Zm00001eb001500_P003	Zm00001eb001500
OG0009298	Td00001aa013548	Td00001aa013548_T003	Zm00001eb001500_P008	Zm00001eb001500
OG0022505	Td00001aa013551	Td00001aa013551_T001	Zm00001eb001510_P002	Zm00001eb001510
OG0022506	Td00001aa013552	Td00001aa013552_T001	Zm00001eb001530_P001	Zm00001eb001530
OG0022507	Td00001aa013553	Td00001aa013553_T001	Zm00001eb001550_P001	Zm00001eb001550
OG0022508	Td00001aa013555	Td00001aa013555_T001	Zm00001eb001560_P003	Zm00001eb001560
OG0022509	Td00001aa013555	Td00001aa013555_T002	Zm00001eb001560_P001	Zm00001eb001560
OG0009299	Td00001aa013556	Td00001aa013556_T002	Zm00001eb001570_P002	Zm00001eb001570
OG0009299	Td00001aa013556	Td00001aa013556_T002	Zm00001eb001570_P001	Zm00001eb001570
OG0022510	Td00001aa013557	Td00001aa013557_T003	Zm00001eb001590_P001	Zm00001eb001590
OG0022511	Td00001aa013558	Td00001aa013558_T001	Zm00001eb001600_P001	Zm00001eb001600
OG0022512	Td00001aa013559	Td00001aa013559_T001	Zm00001eb001630_P001	Zm00001eb001630
OG0022513	Td00001aa013559	Td00001aa013559_T002	Zm00001eb001630_P002	Zm00001eb001630
OG0022514	Td00001aa013561	Td00001aa013561_T001	Zm00001eb001640_P001	Zm00001eb001640
OG0001455	Td00001aa013562	Td00001aa013562_T002	Zm00001eb001650_P002	Zm00001eb001650
OG0001455	Td00001aa013562	Td00001aa013562_T002	Zm00001eb001650_P003	Zm00001eb001650
OG0001455	Td00001aa013562	Td00001aa013562_T002	Zm00001eb001650_P001	Zm00001eb001650
OG0001455	Td00001aa013562	Td00001aa013562_T002	Zm00001eb001650_P004	Zm00001eb001650
OG0001455	Td00001aa013562	Td00001aa013562_T002	Zm00001eb001650_P005	Zm00001eb001650
OG0001456	Td00001aa013564	Td00001aa013564_T001	Zm00001eb001670_P005	Zm00001eb001670
OG0001456	Td00001aa013564	Td00001aa013564_T001	Zm00001eb001670_P003	Zm00001eb001670
OG0001456	Td00001aa013564	Td00001aa013564_T001	Zm00001eb001670_P002	Zm00001eb001670
OG0001456	Td00001aa013564	Td00001aa013564_T001	Zm00001eb001670_P001	Zm00001eb001670
OG0001456	Td00001aa013564	Td00001aa013564_T001	Zm00001eb001670_P006	Zm00001eb001670
OG0022515	Td00001aa013566	Td00001aa013566_T001	Zm00001eb001690_P001	Zm00001eb001690
OG0022516	Td00001aa013568	Td00001aa013568_T001	Zm00001eb001700_P001	Zm00001eb001700
OG0022517	Td00001aa013569	Td00001aa013569_T001	Zm00001eb001710_P001	Zm00001eb001710
OG0022518	Td00001aa013572	Td00001aa013572_T001	Zm00001eb001760_P001	Zm00001eb001760
OG0000128	Td00001aa013573	Td00001aa013573_T004	Zm00001eb001770_P005	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T004	Zm00001eb001770_P006	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T004	Zm00001eb001770_P003	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T004	Zm00001eb001770_P004	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T004	Zm00001eb001770_P001	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T004	Zm00001eb001770_P002	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T004	Zm00001eb001770_P007	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T001	Zm00001eb001770_P005	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T001	Zm00001eb001770_P006	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T001	Zm00001eb001770_P003	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T001	Zm00001eb001770_P004	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T001	Zm00001eb001770_P001	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T001	Zm00001eb001770_P002	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T001	Zm00001eb001770_P007	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T002	Zm00001eb001770_P005	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T002	Zm00001eb001770_P006	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T002	Zm00001eb001770_P003	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T002	Zm00001eb001770_P004	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T002	Zm00001eb001770_P001	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T002	Zm00001eb001770_P002	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T002	Zm00001eb001770_P007	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T003	Zm00001eb001770_P005	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T003	Zm00001eb001770_P006	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T003	Zm00001eb001770_P003	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T003	Zm00001eb001770_P004	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T003	Zm00001eb001770_P001	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T003	Zm00001eb001770_P002	Zm00001eb001770
OG0000128	Td00001aa013573	Td00001aa013573_T003	Zm00001eb001770_P007	Zm00001eb001770
OG0022519	Td00001aa013575	Td00001aa013575_T001	Zm00001eb001780_P002	Zm00001eb001780
OG0022520	Td00001aa013576	Td00001aa013576_T001	Zm00001eb001810_P001	Zm00001eb001810
OG0022521	Td00001aa013577	Td00001aa013577_T001	Zm00001eb001820_P001	Zm00001eb001820
OG0022522	Td00001aa013578	Td00001aa013578_T001	Zm00001eb001830_P001	Zm00001eb001830
OG0022523	Td00001aa013579	Td00001aa013579_T002	Zm00001eb001840_P001	Zm00001eb001840
OG0022524	Td00001aa013584	Td00001aa013584_T002	Zm00001eb001860_P002	Zm00001eb001860
OG0022525	Td00001aa013585	Td00001aa013585_T005	Zm00001eb001870_P001	Zm00001eb001870
OG0004725	Td00001aa013586	Td00001aa013586_T002	Zm00001eb001880_P002	Zm00001eb001880
OG0004725	Td00001aa013586	Td00001aa013586_T002	Zm00001eb001880_P003	Zm00001eb001880
OG0004725	Td00001aa013586	Td00001aa013586_T002	Zm00001eb001880_P001	Zm00001eb001880
OG0022526	Td00001aa013587	Td00001aa013587_T002	Zm00001eb001890_P001	Zm00001eb001890
OG0009300	Td00001aa013588	Td00001aa013588_T005	Zm00001eb001900_P002	Zm00001eb001900
OG0009300	Td00001aa013588	Td00001aa013588_T005	Zm00001eb001900_P004	Zm00001eb001900
OG0022527	Td00001aa013591	Td00001aa013591_T001	Zm00001eb001910_P001	Zm00001eb001910
OG0022528	Td00001aa013592	Td00001aa013592_T001	Zm00001eb001920_P001	Zm00001eb001920
OG0022529	Td00001aa013594	Td00001aa013594_T002	Zm00001eb001940_P002	Zm00001eb001940
OG0022530	Td00001aa013598	Td00001aa013598_T001	Zm00001eb001970_P001	Zm00001eb001970
OG0009301	Td00001aa013600	Td00001aa013600_T001	Zm00001eb001990_P001	Zm00001eb001990
