Misin01G018500.1.v7.1	sp|Q9SEE5|GALK1_ARATH	72.1	2.04e-257	713
Misin01G050700.1.v7.1	sp|P24805|TSJT1_TOBAC	54.3	1.39e-07	51.6
Misin01G106600.1.v7.1	sp|Q53RJ5|BIP2_ORYSJ	88.0	0.0	1121
Misin01G418600.1.v7.1	sp|O48832|ERD7_ARATH	43.3	4.20e-123	370
Misin01G486600.1.v7.1	sp|Q10RZ1|BAMY2_ORYSJ	83.2	0.0	917
Misin01G502300.1.v7.1	sp|Q02166|TRPD_ARATH	70.7	3.54e-162	465
Misin02G359400.1.v7.1	sp|Q10M12|40C1_ORYSJ	87.5	9.23e-243	664
Misin02G374500.1.v7.1	sp|Q05736|PR1_ASPOF	52.5	1.35e-51	164
Misin02G401700.1.v7.1	sp|Q9XJ29|ASA2_ORYSJ	80.0	3.34e-311	855
Misin03G046400.1.v7.1	sp|Q42529|TRPA2_ARATH	70.5	8.78e-137	393
Misin03G281400.1.v7.1	sp|Q94B38|GPT2_ARATH	85.6	2.56e-187	527
Misin05G021700.1.v7.1	sp|Q9MAH3|DJ1B_ARATH	59.4	5.23e-151	442
Misin05G140500.1.v7.1	sp|Q0WMZ5|OP162_ARATH	53.1	3.39e-55	175
Misin05G173500.1.v7.1	sp|C5XNN6|THI41_SORBI	94.1	7.07e-231	634
Misin05G381000.1.v7.1	sp|P84516|PER1_SORBI	92.3	1.77e-216	598
Misin05G400200.1.v7.1	sp|Q8TB22|SPT20_HUMAN	43.6	1.25e-205	605
Misin07G346000.1.v7.1	sp|Q6ETW4|PMEI8_ORYSJ	55.3	5.21e-47	154
Misin07G367300.1.v7.1	sp|Q9ZVQ3|GSTZ1_ARATH	60.5	3.06e-88	262
Misin07G519500.1.v7.1	sp|Q6DRC4|EIF3G_DANRE	37.9	2.11e-53	179
Misin08G045800.1.v7.1	sp|Q9XI37|PV42A_ARATH	49.6	1.08e-110	332
Misin08G281600.1.v7.1	sp|Q9FLI5|OMA1_ARATH	56.0	1.02e-126	379
Misin09G173300.1.v7.1	sp|P93212|14337_SOLLC	62.0	7.10e-33	117
Misin10G188700.1.v7.1	sp|Q2R1D5|14338_ORYSJ	73.8	1.91e-111	322
Misin11G171000.1.v7.1	sp|Q7X8B5|ACA5_ORYSJ	89.5	0.0	1838
Misin11G222200.1.v7.1	sp|B8AUI3|GLO3_ORYSI	90.4	1.68e-169	481
Misin12G096700.1.v7.1	sp|P0DXH7|AKR_MELAZ	60.7	2.65e-66	208
Misin12G126200.1.v7.1	sp|P49081|MASY_MAIZE	94.8	0.0	1056
Misin12G201000.1.v7.1	sp|B8AUI3|GLO3_ORYSI	92.1	1.19e-238	655
Misin12G270100.1.v7.1	sp|Q9M8R4|DJ1D_ARATH	78.4	6.35e-168	473
Misin13G081600.1.v7.1	sp|P09444|LEA34_GOSHI	47.4	5.73e-20	87.0
Misin14G086000.1.v7.1	sp|Q9LYV6|GEML5_ARATH	57.1	4.57e-97	289
Misin14G145400.1.v7.1	sp|Q2QMN7|UAH_ORYSJ	86.0	3.11e-264	729
Misin16G248000.1.v7.1	sp|P46518|LEA14_GOSHI	59.5	2.92e-64	196
Misin17G041200.1.v7.1	sp|A2WPN7|SALT_ORYSI	46.9	7.68e-38	134
Misin17G173700.1.v7.1	sp|Q9SR86|AGT23_ARATH	76.8	2.30e-258	714
Misin17G174300.1.v7.1	sp|P23901|ALDR_HORVU	88.1	4.75e-132	376
Misin17G219700.1.v7.1	sp|Q42376|LEA3_MAIZE	80.0	9.44e-18	79.7
Misin17G257700.1.v7.1	sp|Q6NW58|SPAST_DANRE	51.0	2.60e-66	236
Misin18G109800.1.v7.1	sp|Q654V6|ODPA2_ORYSJ	87.1	5.93e-250	686
Misin18G151700.1.v7.1	sp|Q9SUT9|RTNLB_ARATH	57.1	1.70e-75	233
Misin18G170000.1.v7.1	sp|Q10CE7|GSTU1_ORYSJ	65.7	4.20e-100	293
Misin18G197900.1.v7.1	sp|O67409|TRPB2_AQUAE	63.4	1.12e-192	547
Misin19G055000.1.v7.1	sp|Q9SSD2|PRP8A_ARATH	86.4	0.0	4077
MisinT036500.1.v7.1	sp|P43284|TRPB2_MAIZE	97.6	1.55e-297	811
MisinT206400.1.v7.1	sp|Q5VQG4|RFS_ORYSJ	83.4	0.0	1352
MisinT394200.1.v7.1	sp|Q8LNZ3|UGE1_ORYSJ	89.2	6.09e-234	644
PvWBCH1.1KG077700.1.v1.1	sp|B7EZJ7|HS23M_ORYSJ	55.0	4.01e-62	198
PvWBCH1.1KG182300.1.v1.1	sp|P12950|DHN1_MAIZE	72.3	1.65e-56	177
PvWBCH1.1NG251700.1.v1.1	sp|P46524|CO410_WHEAT	55.3	8.92e-46	157
PvWBCH1.1NG326900.1.v1.1	sp|Q6K7E9|HS186_ORYSJ	76.4	1.09e-77	232
PvWBCH1.2NG099200.1.v1.1	sp|Q84QK0|OPR1_ORYSJ	78.3	9.59e-216	598
PvWBCH1.3KG087700.1.v1.1	sp|Q5VRN0|KCY1_ORYSJ	80.9	6.51e-110	318
PvWBCH1.3KG178100.1.v1.1	sp|Q42376|LEA3_MAIZE	64.1	2.12e-14	71.6
PvWBCH1.3KG190900.1.v1.1	sp|Q6F2Y7|CLPB1_ORYSJ	96.1	0.0	1644
PvWBCH1.3KG223000.1.v1.1	sp|P23901|ALDR_HORVU	90.3	4.74e-220	603
PvWBCH1.3KG225700.1.v1.1	sp|O26373|Y273_METTH	46.8	1.56e-33	119
PvWBCH1.3KG337600.1.v1.1	sp|Q9LYV6|GEML5_ARATH	59.3	4.33e-89	269
PvWBCH1.3NG170900.1.v1.1	sp|Q42376|LEA3_MAIZE	50.0	3.99e-07	52.0
PvWBCH1.3NG315700.1.v1.1	sp|Q9LYV6|GEML5_ARATH	55.6	5.81e-88	265
PvWBCH1.4KG012300.1.v1.1	sp|O22793|MORF2_ARATH	92.1	6.74e-98	286
PvWBCH1.4KG166000.1.v1.1	sp|Q5QJ60|CYND4_CYNDA	53.9	5.04e-189	540
PvWBCH1.4KG275100.1.v1.1	sp|Q01401|GLGB_ORYSJ	85.5	0.0	1370
PvWBCH1.4NG037300.1.v1.1	sp|Q9SSD2|PRP8A_ARATH	94.0	0.0	4511
PvWBCH1.4NG206200.1.v1.1	sp|P12783|PGKY_WHEAT	91.3	9.37e-260	711
PvWBCH1.5KG009700.1.v1.1	sp|P46518|LEA14_GOSHI	63.6	1.22e-69	209
PvWBCH1.5KG266500.1.v1.1	sp|Q06398|GSTU6_ORYSJ	57.5	1.06e-83	252
PvWBCH1.5KG299900.1.v1.1	sp|P12628|MAOX_PHAVU	81.7	0.0	936
PvWBCH1.5KG363600.1.v1.1	sp|Q9LHA8|HS704_ARATH	93.0	0.0	1172
PvWBCH1.5NG010300.1.v1.1	sp|Q9P7J5|YJNA_SCHPO	50.0	1.96e-67	231
PvWBCH1.5NG129100.1.v1.1	sp|Q0WMZ5|OP162_ARATH	53.1	1.69e-55	176
PvWBCH1.5NG350300.1.v1.1	sp|Q9LHA8|HS704_ARATH	93.0	0.0	1171
PvWBCH1.5NG360500.1.v1.1	sp|Q9LY61|HSPR1_ARATH	48.3	3.00e-120	361
PvWBCH1.6NG112900.1.v1.1	sp|Q9LJ97|LEA31_ARATH	54.2	1.40e-21	91.3
PvWBCH1.7KG090500.2.v1.1	sp|Q08047|GLGB_MAIZE	76.7	0.0	1302
PvWBCH1.7KG134800.1.v1.1	sp|Q9FIK0|PFKA2_ARATH	73.0	5.06e-223	623
PvWBCH1.8KG089500.1.v1.1	sp|Q7GCM7|XIP1_ORYSJ	66.2	3.45e-137	393
PvWBCH1.9KG029500.1.v1.1	sp|Q84TB6|ADF3_ORYSJ	80.0	6.01e-78	230
PvWBCH1.9KG056000.1.v1.1	sp|A2XMN2|GSTU1_ORYSI	69.0	1.29e-110	319
PvWBCH1.9KG072500.1.v1.1	sp|W8JMU7|CYQ32_CATRO	45.5	2.21e-134	402
PvWBCH1.9KG381100.1.v1.1	sp|P35493|PMGI_RICCO	83.5	0.0	964
PvWBCH1.9KG395300.1.v1.1	sp|Q0WMZ5|OP162_ARATH	61.0	9.55e-61	189
PvWBCH1.9KG495500.1.v1.1	sp|P09444|LEA34_GOSHI	55.3	4.50e-75	233
PvWBCH1.9KG512900.1.v1.1	sp|Q10S66|CHI11_ORYSJ	71.7	3.44e-131	375
PvWBCH1.9NG029700.1.v1.1	sp|Q84TB6|ADF3_ORYSJ	81.3	4.58e-81	238
PvWBCH1.9NG055800.1.v1.1	sp|Q10CE7|GSTU1_ORYSJ	68.6	7.13e-110	317
PvWBCH1.9NG503500.1.v1.1	sp|Q10S66|CHI11_ORYSJ	77.0	8.01e-106	310
Sn00001aa000144_T001	sp|Q02166|TRPD_ARATH	71.2	1.43e-161	464
Sn00001aa001175_T001	sp|P35493|PMGI_RICCO	81.5	0.0	943
Sn00001aa001519_T001	sp|Q75GT3|CLPB2_ORYSJ	90.7	0.0	1614
Sn00001aa005515_T001	sp|Q10CE7|GSTU1_ORYSJ	70.4	1.08e-106	310
Sn00001aa006179_T001	sp|Q8TB22|SPT20_HUMAN	43.4	9.37e-205	603
Sn00001aa006768_T001	sp|P31726|CYT1_MAIZE	86.7	8.78e-76	224
Sn00001aa007068_T001	sp|P12628|MAOX_PHAVU	80.6	0.0	922
Sn00001aa007255_T001	sp|Q06398|GSTU6_ORYSJ	56.7	3.88e-86	259
Sn00001aa008159_T001	sp|B0R0B1|ZNG1_DANRE	35.4	1.78e-62	211
Sn00001aa010391_T001	sp|Q8LNZ3|UGE1_ORYSJ	85.5	3.37e-226	623
Sn00001aa010461_T001	sp|P35493|PMGI_RICCO	78.1	0.0	925
Sn00001aa010629_T001	sp|P49248|IN21_MAIZE	90.1	1.12e-158	442
Sn00001aa011441_T001	sp|Q02166|TRPD_ARATH	72.5	1.38e-161	464
Sn00001aa012896_T001	sp|Q9SJZ2|PER17_ARATH	71.9	5.36e-147	420
Sn00001aa014488_T001	sp|Q0WMZ5|OP162_ARATH	63.4	3.22e-61	190
Sn00001aa014825_T001	sp|Q9SKY8|HSP7H_ARATH	64.4	1.28e-266	744
Sn00001aa021863_T001	sp|Q0JNR2|CYT12_ORYSJ	82.5	3.13e-123	353
Sn00001aa023333_T004	sp|P00333|ADH1_MAIZE	97.1	1.45e-277	754
Sn00001aa030610_T001	sp|Q9FIK0|PFKA2_ARATH	73.6	4.47e-228	636
Sn00001aa031675_T002	sp|Q9ZT66|E134_MAIZE	49.2	4.15e-48	168
Sn00001aa040888_T001	sp|Q9P7J5|YJNA_SCHPO	49.2	5.20e-66	227
Sn00001aa041377_T001	sp|P27777|HS16A_ORYSJ	92.1	8.50e-95	273
Sn00001aa045518_T001	sp|P24631|HSP21_MAIZE	93.9	3.52e-100	288
Sn00001aa050399_T001	sp|Q10S66|CHI11_ORYSJ	76.0	7.24e-139	393
Sn00001aa050948_T001	sp|Q9LYV6|GEML5_ARATH	57.4	7.28e-98	291
Sn00001aa051893_T001	sp|P33679|ZEAM_MAIZE	93.5	2.43e-162	450
Sn00001aa053988_T001	sp|Q8L5Y6|CAND1_ARATH	76.9	0.0	1785
Sn00001aa056018_T001	sp|Q42376|LEA3_MAIZE	74.6	1.20e-17	80.1
Sn00001aa060716_T002	sp|P43284|TRPB2_MAIZE	95.5	9.34e-297	810
Sn00001aa062552_T001	sp|Q10S66|CHI11_ORYSJ	76.4	3.89e-140	396
Sn00001aa065278_T001	sp|Q43139|F16P2_SACHY	85.9	1.09e-225	620
Sn00001aa067886_T001	sp|O64393|WHW2_WHEAT	79.8	4.74e-71	213
Sn00001aa069853_T001	sp|Q6Z6L5|HSP19_ORYSJ	39.9	2.81e-21	89.0
Sn00001aa072988_T001	sp|Q654V6|ODPA2_ORYSJ	62.3	1.11e-148	429
Sn00001aa073864_T002	sp|Q9MAH3|DJ1B_ARATH	65.9	7.24e-170	486
Sn00001aa080797_T001	sp|Q9SUT9|RTNLB_ARATH	59.0	2.13e-81	248
Sn00001aa082341_T001	sp|Q7SIC9|TKTC_MAIZE	77.3	0.0	1062
Sn00001aa086694_T001	sp|Q69T99|GLGS1_ORYSJ	85.2	2.61e-305	835
Sn00001aa088201_T001	sp|Q7X8B5|ACA5_ORYSJ	89.5	0.0	1837
Sn00001aa089776_T001	sp|O22765|TRPA1_ARATH	69.7	1.65e-97	290
Sn00001aa092320_T001	sp|Q06398|GSTU6_ORYSJ	73.0	1.94e-118	340
Sn00001aa092671_T001	sp|P23901|ALDR_HORVU	67.7	3.61e-141	401
Sn00001aa099345_T002	sp|Q8GWL1|HSA32_ARATH	67.8	2.91e-125	362
Sn00001aa100959_T001	sp|Q688T8|GLGL3_ORYSJ	92.1	0.0	978
Sn00001aa103117_T001	sp|Q9Z729|Y877_CHLPN	35.4	6.21e-23	92.4
Td00001aa000735_T001	sp|Q9FJU9|E1313_ARATH	39.5	3.10e-95	305
Td00001aa001268_T005	sp|B7F7K7|BGL31_ORYSJ	75.9	1.72e-312	857
Td00001aa001511_T001	sp|Q9FQA3|GST23_MAIZE	93.7	3.42e-154	429
Td00001aa002372_T002	sp|Q8LL05|SSG1B_HORVU	85.8	0.0	996
Td00001aa002603_T003	sp|Q9LYA9|CP41A_ARATH	77.3	2.13e-173	493
Td00001aa003277_T001	sp|Q6NPT8|PP2B1_ARATH	40.3	7.69e-66	212
Td00001aa004040_T001	sp|P46524|CO410_WHEAT	53.1	1.83e-37	136
Td00001aa004295_T001	sp|Q9FGT8|TIL_ARATH	73.1	7.63e-101	291
Td00001aa007022_T003	sp|A0A517FNC4|72A61_PARPY	62.3	5.46e-233	653
Td00001aa007217_T002	sp|Q8LGG8|USPAL_ARATH	33.3	1.79e-15	73.6
Td00001aa007570_T001	sp|P84516|PER1_SORBI	89.1	4.27e-211	585
Td00001aa008985_T001	sp|P24632|HSP22_MAIZE	94.5	5.97e-101	290
Td00001aa010483_T001	sp|P51615|MAOX_VITVI	76.8	2.68e-294	815
Td00001aa010483_T002	sp|P51615|MAOX_VITVI	79.8	0.0	923
Td00001aa011371_T001	sp|Q0DJH7|AT5_ORYSJ	74.3	1.27e-237	658
Td00001aa012013_T001	sp|Q7XR47|KAD6_ORYSJ	81.5	3.67e-156	442
Td00001aa012719_T001	sp|P29023|CHIB_MAIZE	90.8	5.39e-189	522
Td00001aa013828_T001	sp|P09444|LEA34_GOSHI	54.1	7.08e-71	222
Td00001aa014170_T002	sp|Q9FPK7|INO1_MAIZE	98.6	0.0	995
Td00001aa014362_T001	sp|Q10P60|HS26P_ORYSJ	80.7	4.42e-122	349
Td00001aa014878_T002	sp|Q10LP5|SUS4_ORYSJ	94.5	0.0	1548
Td00001aa014939_T002	sp|Q8LNZ3|UGE1_ORYSJ	89.0	2.05e-235	645
Td00001aa017178_T002	sp|P46524|CO410_WHEAT	50.8	1.55e-28	113
Td00001aa019065_T001	sp|P24631|HSP21_MAIZE	91.9	1.66e-99	286
Td00001aa019248_T001	sp|A1XBB7|IN21B_ORYSI	87.5	2.49e-135	384
Td00001aa019280_T001	sp|P09189|HSP7C_PETHY	90.9	0.0	1154
Td00001aa019363_T002	sp|Q9SLZ0|PCKA_MAIZE	91.0	0.0	1211
Td00001aa019508_T001	sp|Q9SKY8|HSP7H_ARATH	64.1	2.01e-266	747
Td00001aa020162_T001	sp|Q9VNE2|PKRA_DROME	34.7	8.63e-75	242
Td00001aa020796_T002	sp|Q69T99|GLGS1_ORYSJ	88.0	0.0	882
Td00001aa021652_T001	sp|Q6YZX6|ACOHC_ORYSJ	81.3	0.0	1520
Td00001aa022594_T002	sp|Q42376|LEA3_MAIZE	84.8	1.40e-24	97.8
Td00001aa022732_T002	sp|A2Y6J9|NSHB5_ORYSI	79.5	1.05e-78	233
Td00001aa022969_T001	sp|P23901|ALDR_HORVU	87.8	6.23e-217	596
Td00001aa023916_T001	sp|Q9M5J9|PGIP1_ARATH	49.4	3.74e-46	163
Td00001aa024207_T001	sp|Q84TB6|ADF3_ORYSJ	75.8	1.98e-71	215
Td00001aa024379_T002	sp|P24805|TSJT1_TOBAC	38.5	2.03e-30	113
Td00001aa024450_T001	sp|A2XMN2|GSTU1_ORYSI	68.2	1.04e-107	312
Td00001aa024451_T001	sp|A2XMN2|GSTU1_ORYSI	65.7	6.28e-102	297
Td00001aa025429_T004	sp|Q9LVD9|DTX40_ARATH	75.5	2.13e-250	696
Td00001aa025492_T002	sp|Q9SGU9|MGL_ARATH	71.2	9.45e-199	561
Td00001aa026762_T001	sp|A0A1D6GQ67|C71Z6_MAIZE	74.1	1.00e-278	768
Td00001aa027028_T002	sp|Q9LVD9|DTX40_ARATH	74.9	2.41e-247	689
Td00001aa027099_T003	sp|Q9FFF6|JOX2_ARATH	37.5	2.56e-57	193
Td00001aa027713_T001	sp|P49855|YKKB_BACSU	41.7	1.13e-07	52.8
Td00001aa029174_T001	sp|P29022|CHIA_MAIZE	90.5	3.77e-186	514
Td00001aa029231_T001	sp|P49081|MASY_MAIZE	97.3	0.0	1083
Td00001aa029496_T001	sp|Q7XUW5|HS232_ORYSJ	72.6	1.97e-91	270
Td00001aa031042_T001	sp|Q9Z729|Y877_CHLPN	36.8	9.78e-27	101
Td00001aa032866_T001	sp|Q0WMZ5|OP162_ARATH	52.6	2.97e-51	165
Td00001aa033192_T001	sp|P27777|HS16A_ORYSJ	83.6	1.06e-86	253
Td00001aa033307_T001	sp|P27777|HS16A_ORYSJ	86.2	2.07e-78	231
Td00001aa033308_T001	sp|P27777|HS16A_ORYSJ	79.2	1.06e-82	243
Td00001aa033337_T001	sp|P51414|RL261_ARATH	80.9	1.13e-70	212
Td00001aa033621_T001	sp|P24631|HSP21_MAIZE	95.7	8.30e-105	299
Td00001aa035379_T002	sp|Q9LIF4|LBO1_ARATH	32.5	1.14e-51	179
Td00001aa037279_T002	sp|Q43654|SSY1_WHEAT	84.2	0.0	1070
Td00001aa038053_T001	sp|Q8LL05|SSG1B_HORVU	81.0	4.22e-194	556
Td00001aa039232_T002	sp|Q9LYV6|GEML5_ARATH	47.8	1.20e-86	264
Td00001aa039340_T001	sp|A2ZBV1|ASR5_ORYSI	78.8	1.33e-21	87.0
Td00001aa040338_T001	sp|A2ZBV1|ASR5_ORYSI	73.5	7.76e-08	51.2
Td00001aa041145_T001	sp|Q0ILQ6|RAB5A_ORYSJ	90.7	1.09e-125	355
Td00001aa041578_T002	sp|Q08277|HSP82_MAIZE	95.4	0.0	1217
Td00001aa042603_T001	sp|P10968|AGI1_WHEAT	61.7	4.52e-15	74.3
